weather_id,timestamp,weather_type,temperature_c,visibility_km
51457,2023-03-16,CLEAR,20.5,9.4
36863,2023-12-30,Clear,1.5,8.6
42703,26/07/23,sunny,40.2,9.1
42810,02/09/23,Sunny,22.6,6.8
1357,2023-09-08,clr,15.0,8.7
9157,2023-02-23,clr,14.1,5.4
45219,13/08/23,rain ,35.9,4.4
12875,04/11/23,Clear,5.6,5.6
16600,09-19-2023 21:19,,22.1,10.0
23215,04-30-2023 12:37,sunny,30.1,8.0
39522,02/10/23,foggy,8.2,3.3
6068,02-08-2023 07:37,rain,13.9,3.4
3962,02-14-2023 12:52,Sunny,10.8,9.9
40272,06-30-2023 06:19,Fog,31.5,1.9
53364,27/07/23,Clear,33.1,6.1
55209,08/07/23 04:11,Fog ,37.7,1.7
16573,2023-04-27,RAINY,33.9,3.3
28860,2023-03-17,CLEAR,19.7,6.0
26027,2023-05-05 19:23:45,clear,35.6,7.0
23631,13/12/23 10:09,CLR,6.2,5.0
58508,2023-04-29 19:07:02,clr,20.1,5.3
46312,02-16-2023 17:03,sunny,19.2,6.2
13192,2023-02-26 05:07:55,Fog ,11.4,2.1
32451,12-18-2023 13:31,Clear,-1.3,5.4
14262,05-09-2023 12:59,Clear,31.8,6.0
43150,2023-05-09 20:10:17,clr,37.5,9.6
15148,2023-12-02 05:21:51,Fog,2.5,2.4
45387,07-29-2023 05:28,,36.5,2.4
19474,2023-09-14,Foggy,59.8,3.0
41591,2023-01-27,fog,8.6,2.0
34811,2023-05-09 15:27:26,CLEAR,31.6,7.6
17527,01/02/23 13:02,clear,8.1,5.0
30142,2023-01-05 10:58:00,sunny,9.8,8.0
23429,10-14-2023 09:08,RAINY,5.9,3.1
24667,04/05/23 22:55,sunny,35.2,6.9
51535,21/09/23 23:29,Rain,22.8,3.6
38767,2023-03-16,FOGGY,17.3,1.3
37350,19/01/23,rain,13.0,4.0
17208,27/04/23 09:35,rain ,33.2,5.5
52327,12/01/23,rain,8.0,4.1
45787,11/12/23 02:56,FOGGY,-2.7,3.2
23223,2023-09-20,Clear,19.4,6.3
23203,26/08/23,CLEAR,33.1,6.7
48041,07-12-2023 00:50,FOG,32.2,3.3
7601,2023-07-26,CLEAR,35.4,7.7
29885,28/04/23,Raining,26.1,4.6
32311,05/01/23 23:03,clear,4.5,8.2
18868,01-10-2023 17:07,rainy,15.4,2.6
56569,26/08/23,raining,25.6,3.0
9420,07-14-2023 07:52,FOGGY,39.2,2.7
6978,04/05/23,foggy,25.2,2.7
8699,2023-07-09 19:59:31,clear,40.3,6.1
44747,11/12/23 20:18,Clear,-2.2,6.1
1552,24/03/23,clear,22.4,8.7
38874,2023-08-28,CLR,26.3,6.4
25831,06/01/23 02:21,FOG,7.0,3.2
59915,06/07/23 17:05,clear,30.0,5.3
53488,07/06/23,Sunny,29.4,8.6
2937,2023-06-26 17:24:27,RAINY,32.3,1.6
17736,01/11/23,CLR,18.1,7.1
50230,09/02/23 02:41,CLR,13.3,9.8
2650,09/01/23 06:16,CLR,12.9,5.1
25523,2023-02-12,Clear,6.0,7.6
24025,01-25-2023 08:34,Sunny,9.1,9.3
49726,2023-03-26,Fog,24.1,1.3
15166,27/04/23 06:29,rain ,27.9,2.8
8046,09-25-2023 11:06,foggy,22.0,2.0
22952,2023-03-11,Clear,18.9,8.9
6760,18/03/23 16:06,sunny,17.0,8.1
52735,31/10/23,Fog ,10.7,
39522,2023-11-10,Sunny,9.5,5.4
6916,2023-02-16,CLEAR,12.9,7.5
19134,26/12/23 08:53,RAINY,4.6,4.4
22185,2023-04-13,Clear,25.4,9.4
11122,2023-09-16,CLR,27.8,7.6
34465,17/04/23,CLR,33.9,5.6
8837,30/11/23,clear,6.8,9.1
58978,09/09/23,Foggy,13.6,1.1
31557,08-10-2023 05:42,fog,28.1,0.4
11965,20/08/23,clear,29.4,6.4
13776,2023-05-12 08:01:22,Sunny,30.9,6.6
17367,08/05/23,Fog,38.0,0.1
49284,2023-10-01 07:44:36,Rain,12.8,5.8
41862,21/04/23 11:19,clr,22.5,6.7
29938,06-11-2023 02:14,Fog,31.1,
37707,23/12/23 07:17,CLEAR,2.4,9.6
34081,02/11/23 02:02,Fog ,3.6,0.2
39841,19/05/23,Clear,36.5,6.7
48902,2023-02-16,Fog,20.6,2.9
5231,06-26-2023 15:14,RAINY,33.4,5.6
22592,03-20-2023 18:05,CLR,15.3,
49725,2023-10-16,clear,15.2,7.6
1365,23/08/23,fog,29.2,1.9
49584,2023-11-04 22:13:51,clear,9.9,9.0
30755,2023-11-26,Sunny,11.1,9.8
39265,18/12/23 11:00,CLR,2.2,7.7
45673,2023-05-19,CLEAR,37.6,7.6
57489,09/09/23 08:53,clear,23.7,5.6
51597,27/12/23 07:00,rain,11.8,4.6
51779,25/11/23 11:49,CLEAR,3.4,8.1
22497,20/12/23,sunny,3.0,8.9
32553,2023-04-07,Rain,26.2,1.9
13115,2023-05-26,FOG,36.4,2.2
7301,12/10/23 05:27,rain,9.9,6.6
23338,10-28-2023 18:22,Raining,8.6,6.5
17655,2023-05-11 19:15:53,CLEAR,36.4,5.8
12750,30/09/23 06:19,rainy,23.4,6.4
19504,2023-07-29,clear,35.2,5.3
43599,2023-04-25 19:19:51,RAINY,28.8,5.6
23682,12-16-2023 07:59,Fog ,3.7,0.07
16703,01-09-2023 10:13,Clear,6.3,8.0
30611,2023-10-07,clear,19.0,9.5
54369,09-19-2023 14:54,sunny,9.9,9.8
6911,12-22-2023 03:00,FOGGY,6.9,1.6
40128,16/02/23 11:20,sunny,21.0,5.7
12634,2023-12-10,fog,-4.8,2.8
18033,13/05/23,CLR,31.1,7.2
48633,14/12/23 06:20,clr,2.0,6.6
22275,2023-09-26,Foggy,20.5,1.6
26596,2023-02-25,RAINY,14.6,
29745,10/02/23 23:04,RAINY,6.5,1.6
24453,2023-05-22 21:05:52,RAIN,33.3,2.8
54360,2023-01-14 10:05:54,Raining,1.8,6.4
1757,15/04/23 13:00,clear,24.8,9.8
27000,2023-03-27,RAINY,24.2,4.6
1215,29/08/23,raining,38.1,4.6
53783,2023-09-05 15:13:35,Sunny,24.2,9.8
11327,2023-04-14 23:40:00,Clear,28.0,6.0
28557,10-29-2023 17:47,raining,15.2,5.8
22246,04-19-2023 10:18,Rain,25.8,
7946,30/01/23,CLR,10.1,
55396,2023-12-23,Clear,11.7,7.3
18303,12/07/23 15:19,clear,29.1,8.3
16077,18/03/23,sunny,21.7,
42152,12-28-2023 08:01,rain ,14.2,4.2
37371,20/01/23,Rain,4.7,2.2
2478,2023-11-04,fog,-0.8,0.5
23144,2023-07-31,FOG,32.2,0.8
40741,2023-06-27 23:46:22,clear,27.6,6.8
59437,11-12-2023 14:21,Clear,6.1,5.5
40884,12/03/23,FOGGY,25.0,3.2
30446,2023-04-28 19:55:44,RAINY,27.2,3.7
7536,2023-10-04,raining,9.4,6.8
29195,2023-08-16,CLEAR,27.8,7.1
1937,17/07/23 01:49,,35.3,6.3
4138,2023-10-14,Raining,8.6,6.8
4639,2023-05-09 04:05:31,Clear,30.0,5.2
3716,06-06-2023 22:03,CLEAR,34.8,5.2
56606,13/09/23 19:06,clr,27.6,5.2
17655,2023-03-15,Fog,16.7,1.7
4394,2023-11-30 17:37:30,clr,,8.8
773,22/04/23,CLR,30.8,5.8
3113,12-26-2023 08:22,raining,1.4,3.7
2962,03-20-2023 15:51,Rain,22.2,6.9
3086,2023-05-01 01:54:20,Sunny,36.0,6.7
40978,12/12/23 05:25,Foggy,-1.2,1.2
32351,01-05-2023 14:58,CLEAR,1.6,5.6
33796,08/11/23,clr,9.6,7.4
31759,08/06/23,CLEAR,32.4,9.9
44747,21/11/23,sunny,8.6,9.3
321,26/04/23 20:34,RAINY,31.1,4.1
37686,10-14-2023 04:23,Rain,14.8,3.8
19901,2023-10-04 04:56:57,fog,11.6,2.1
19443,11-23-2023 08:54,Clear,8.5,7.5
59555,08-11-2023 00:57,CLR,25.2,5.9
59065,02-20-2023 11:51,clear,11.9,9.8
27021,2023-01-17 19:47:28,clear,11.7,5.9
44379,06-26-2023 04:02,RAIN,38.6,5.5
29185,2023-01-30,CLEAR,3.1,8.8
7769,19/07/23 16:05,RAIN,32.1,3.2
6841,22/01/23 06:49,fog,9.6,2.4
8182,2023-08-07 03:40:28,Fog,26.7,2.9
45207,01/07/23 15:06,CLEAR,42.1,7.8
24110,25/02/23,CLEAR,20.3,9.3
14809,04-05-2023 02:39,CLR,34.2,7.9
17721,02-28-2023 10:15,CLEAR,10.4,6.8
21231,2023-06-23 19:14:43,clr,34.0,
44695,2023-03-21 04:01:52,FOG,21.9,0.06
16991,2023-10-04 05:37:45,Raining,22.5,
9584,28/09/23,sunny,16.8,7.4
50377,20/02/23,clear,12.9,8.2
12674,09-16-2023 05:44,FOGGY,21.7,2.0
39635,2023-07-22 08:37:44,clear,28.1,5.1
56251,2023-11-29,CLR,3.6,9.4
18779,08-12-2023 00:30,Fog,28.0,1.5
55681,28/03/23,RAIN,16.0,3.7
2197,2023-03-19,Fog ,19.8,1.2
58616,08/10/23 09:52,clr,10.3,8.4
44042,2023-02-05 04:09:32,rain,9.7,2.8
27491,05/11/23,CLEAR,3.5,7.0
48220,08-27-2023 02:41,Fog,31.8,0.08
45645,2023-12-04 08:07:08,rain ,8.9,7.0
23587,2023-05-14,RAIN,37.6,3.6
29264,08/03/23 20:58,Clear,19.5,7.5
4940,2023-09-04,CLR,20.5,7.1
5639,14/04/23 10:32,clr,34.7,7.0
8946,01/08/23 21:22,clr,23.8,9.7
9912,06/11/23,sunny,11.3,6.8
18986,02-23-2023 19:31,CLR,8.2,9.7
33031,2023-08-21,Sunny,24.6,7.1
15477,08/06/23 20:55,CLR,30.2,5.9
29493,12-24-2023 02:34,FOGGY,8.2,3.3
58509,2023-01-12 08:51:12,clr,5.4,5.7
29788,2023-08-18,Sunny,32.5,9.3
4751,02/12/23 21:24,clr,-3.1,9.3
18268,03-01-2023 16:05,CLR,21.0,9.6
57594,12-23-2023 01:46,FOG,5.4,2.7
28257,2023-09-30 22:10:21,sunny,22.4,5.7
23356,2023-04-16,CLEAR,28.2,7.0
39167,20/04/23 20:23,CLR,24.5,5.3
9649,01/03/23 22:46,clr,20.0,7.0
16953,2023-06-23 00:51:46,FOGGY,33.2,0.8
28741,17/09/23,FOGGY,19.7,3.1
17722,19/11/23,Foggy,1.9,2.5
19185,2023-02-26 04:48:47,Fog,13.2,2.3
23223,2023-08-31,Rain,24.6,6.4
22582,2023-02-27 00:40:57,fog,10.2,3.5
21830,2023-10-23 19:02:50,RAINY,8.1,3.6
24463,2023-12-09,sunny,5.7,9.8
38005,10-04-2023 16:17,,11.2,7.9
16880,25/06/23,rainy,43.3,6.7
59164,2023-08-21,,22.2,7.1
49602,2023-06-17,Sunny,36.1,9.6
59026,06-29-2023 22:25,rain ,35.5,5.7
47531,16/01/23,Clear,7.0,8.7
48508,27/03/23 07:08,rain,19.8,5.1
50877,11/04/23,sunny,31.2,5.3
9240,02-26-2023 23:24,Sunny,9.2,5.3
58395,2023-09-24,rainy,26.3,1.8
12098,2023-09-21 10:13:19,Raining,23.6,6.8
10113,2023-07-26 08:48:30,clr,36.5,5.7
319,2023-09-14 01:24:44,Sunny,28.7,7.4
26752,27/08/23,CLEAR,21.9,8.3
33158,2023-03-20 03:58:31,rain,17.8,6.9
22868,03-15-2023 20:42,CLR,20.3,5.6
7546,2023-01-16,Clear,5.4,5.8
9298,2023-07-23 08:43:32,clear,31.5,5.6
11904,01/06/23,Clear,38.1,8.8
25452,09/02/23,clear,13.3,6.6
453,14/12/23,Foggy,4.6,0.8
51412,2023-01-12,rainy,0.7,6.7
56,2023-10-16,sunny,10.5,9.5
21866,11/08/23 11:57,Clear,27.2,5.0
53163,2023-09-23 09:03:05,Clear,16.9,9.6
26691,2023-07-28 13:06:46,rainy,31.3,2.9
3027,2023-03-18 10:48:01,,24.0,9.5
13471,2023-08-11 17:16:47,clr,26.5,8.4
33660,15/05/23,rain,36.7,6.6
9940,2023-11-02,clear,13.2,5.2
26586,03-21-2023 04:12,Raining,16.0,6.8
12390,19/11/23 13:15,CLR,-6.3,9.6
48862,2023-08-07,CLR,29.4,8.3
47991,2023-11-06 10:20:12,CLR,-9.9,7.9
17496,2023-01-13 02:36:50,fog,10.4,0.6
44542,2023-02-23 11:43:05,clr,16.0,8.7
56303,2023-05-20 23:37:39,raining,31.6,5.4
47195,27/08/23,CLR,25.6,7.8
53502,14/09/23,sunny,15.2,9.4
48259,27/05/23,CLEAR,33.4,
2852,19/06/23 12:34,clr,31.5,9.9
1632,21/06/23 09:35,Sunny,38.8,8.0
24729,2023-04-01 17:02:07,Sunny,23.4,
43984,03/04/23,CLR,35.0,7.4
16222,2023-06-20,sunny,30.9,9.3
2057,2023-11-21 11:54:11,Clear,12.3,
51376,2023-02-01,CLEAR,6.7,9.3
38749,11/11/23 01:05,RAIN,6.4,6.7
15606,2023-08-25 23:50:29,RAINY,35.4,1.5
58441,2023-07-27,CLEAR,32.7,9.7
12909,2023-02-20 06:25:44,sunny,15.8,5.5
28684,16/10/23,CLR,6.6,5.4
17700,16/06/23 16:45,CLR,40.9,8.0
59666,22/08/23,Clear,34.0,7.6
28618,05/06/23 00:42,fog,33.5,1.1
9215,27/09/23 08:48,sunny,16.4,5.5
58461,08-06-2023 08:03,clr,27.9,7.3
32100,2023-11-15 13:06:53,CLR,3.7,6.6
54556,19/01/23 10:36,clear,9.5,5.0
54971,13/07/23,CLEAR,38.2,9.5
24554,2023-11-17,CLEAR,9.9,5.7
28648,2023-01-11 17:52:01,Sunny,10.0,6.9
34310,2023-03-28 05:06:19,RAINY,17.6,
15033,09/12/23,Clear,-4.4,9.6
20160,09-07-2023 01:34,rain ,23.6,2.5
43502,12-20-2023 04:48,fog,4.1,2.1
23695,09-23-2023 10:07,RAINY,19.9,6.4
41142,09-12-2023 18:59,Clear,21.6,6.9
38371,17/03/23 13:11,CLR,16.8,5.7
39608,11/03/23 18:28,CLEAR,22.0,6.6
30811,2023-08-24,Sunny,25.2,6.0
50912,23/03/23,Rain,19.4,2.5
44961,10/11/23 17:14,rain ,,6.9
5385,11/02/23,raining,12.9,3.4
8937,19/09/23 20:57,Clear,22.0,7.5
14340,31/01/23,Sunny,11.4,9.4
38354,2023-05-12,Clear,29.9,7.0
34351,2023-01-27,clr,10.9,7.1
53556,05/06/23,Sunny,30.5,8.3
8040,03-13-2023 23:25,Clear,21.9,9.1
51478,08/09/23 10:15,CLR,22.4,5.5
38921,2023-12-25 05:16:50,rainy,3.7,5.0
8056,2023-11-27 02:35:37,Foggy,5.2,3.4
9085,2023-04-25 23:29:28,Raining,-7.5,4.3
441,11-30-2023 09:25,CLR,2.9,6.3
17899,2023-07-01,FOG,32.8,0.7
16946,04/09/23,CLEAR,16.4,6.1
23011,04/04/23,Sunny,30.8,6.8
52106,2023-05-06 18:57:47,Sunny,22.3,6.4
23815,16/02/23,CLR,5.7,8.1
43697,2023-03-21,raining,18.7,3.5
48110,01/04/23,clr,26.1,9.1
42593,10-22-2023 15:42,CLR,13.4,9.4
25598,2023-10-24 19:48:16,sunny,16.0,9.2
53319,2023-03-30,sunny,21.3,7.1
38608,2023-09-13,clr,23.1,8.9
37797,2023-07-11 13:36:16,clear,30.3,8.0
22183,2023-06-21 16:03:31,Clear,29.1,6.8
53661,22/01/23 14:44,CLEAR,8.1,8.3
24287,2023-08-02 01:05:34,clr,18.4,9.8
26259,03-04-2023 13:19,rain ,22.1,3.2
51571,2023-01-15,clear,13.7,7.9
29500,03/03/23,CLR,9.4,7.4
26182,17/10/23 14:08,Sunny,17.0,7.7
53506,2023-10-04 06:57:57,RAIN,8.9,5.0
28379,2023-06-27 16:05:45,CLR,32.6,6.6
56448,20/02/23,CLEAR,16.9,7.8
25825,05/11/23 21:43,Sunny,12.2,7.4
59108,2023-05-02 16:15:31,clr,27.1,7.6
28869,29/09/23,raining,23.3,5.8
22415,01-16-2023 22:57,CLR,7.6,9.3
9154,04/11/23 13:11,sunny,-9.1,6.8
20372,2023-09-19 17:25:37,Sunny,16.8,5.7
21015,13/07/23 04:53,fog,31.0,
4628,14/04/23 08:29,clr,24.9,5.6
4065,2023-01-27 22:24:38,Sunny,2.2,7.6
40843,2023-04-22 09:47:32,clear,31.6,
32448,2023-10-08,Fog,10.5,3.2
38882,2023-02-28 13:22:08,Sunny,11.7,6.8
31959,2023-06-16 01:52:01,foggy,31.3,0.4
30673,07/01/23 18:03,Clear,8.7,5.1
48523,2023-10-02 15:27:15,Sunny,15.3,8.2
10920,20/07/23 22:07,Clear,35.8,7.7
29984,11-11-2023 12:54,sunny,7.2,6.6
36308,2023-02-21,clr,7.6,5.9
2661,2023-01-03 17:48:49,Sunny,10.3,8.2
39802,2023-09-28,CLR,20.7,7.2
3529,2023-11-28 03:42:24,CLEAR,10.1,6.3
44528,2023-05-29,rain,34.8,4.2
34485,2023-12-31,clr,7.0,6.8
44930,23/01/23 09:16,clear,9.1,9.8
4044,03/02/23 09:51,rainy,4.7,3.0
31389,2023-09-08 19:21:59,CLEAR,17.0,6.6
48519,03/01/23 03:58,FOGGY,12.5,0.1
28298,03/01/23 09:10,clear,-1.8,9.3
2453,12-13-2023 05:29,FOGGY,2.2,1.8
52436,29/12/23,clear,8.6,8.4
16840,2023-11-17,Fog,-0.4,3.4
12713,07/04/23 22:28,Raining,28.8,3.4
38427,2023-05-07 07:18:28,CLR,34.0,8.4
53790,2023-04-27,clear,28.9,6.0
15848,01-25-2023 15:06,clr,4.4,9.5
58776,06-22-2023 02:03,Sunny,38.3,7.4
26646,04-01-2023 04:50,CLEAR,27.8,8.9
33313,2023-10-30,raining,16.0,4.0
1406,01-27-2023 04:17,Fog ,-0.1,0.5
16489,20/06/23,Sunny,37.7,6.0
21194,2023-02-21,Fog ,9.8,2.5
32647,19/09/23 19:22,CLR,19.4,6.8
8745,2023-11-15,sunny,5.1,8.0
23297,2023-02-12,CLEAR,10.4,5.5
54954,2023-01-07,CLEAR,-4.8,9.0
2924,09/02/23 22:08,Rain,10.1,5.1
27006,2023-09-08 01:56:33,CLEAR,17.0,7.1
16578,28/03/23 05:54,rain ,23.8,6.0
46368,2023-03-18 15:22:15,clr,23.3,5.5
13837,29/08/23 11:00,RAIN,22.0,4.6
29693,2023-09-17 22:06:07,CLR,,9.9
57652,09/07/23,CLEAR,24.8,7.8
42610,09-09-2023 04:40,FOGGY,23.6,3.2
46703,26/09/23 07:26,CLR,58.5,7.0
43040,04/07/23,sunny,28.4,7.7
22879,19/12/23 22:30,Sunny,6.7,7.9
27802,20/02/23 05:52,sunny,11.9,6.7
28314,2023-05-23,clear,29.9,8.5
16217,2023-12-01,fog,9.0,1.7
13326,26/01/23 04:47,fog,3.1,3.1
35561,10/03/23 11:01,CLEAR,20.1,5.8
37695,2023-03-31 09:55:41,CLEAR,21.6,7.8
58015,2023-06-20,clear,28.7,7.4
28664,06/06/23,Fog ,27.9,2.9
4476,12/09/23 05:20,FOGGY,14.2,1.2
34989,04-04-2023 07:57,FOGGY,22.8,1.7
21432,06/04/23 22:23,rain ,35.0,5.3
25368,12-11-2023 05:45,clr,6.0,5.1
45384,02-12-2023 08:24,Clear,16.6,9.7
45207,2023-12-18 16:09:00,CLR,7.3,7.8
50785,25/06/23 20:22,raining,35.2,5.8
48167,2023-02-13,Fog,,0.2
17285,17/05/23,CLR,35.9,5.5
39503,2023-07-29,rain,38.0,5.6
30837,2023-10-03,Rain,13.7,2.4
11018,2023-11-12,clr,7.8,
25778,08/07/23,Sunny,33.7,7.4
44827,02-06-2023 16:38,CLEAR,17.6,9.4
18610,2023-09-10,,19.3,5.4
27513,08/04/23,RAINY,26.8,6.6
54822,2023-07-29 14:46:26,raining,33.3,2.7
453,2023-12-11 03:33:15,fog,11.9,1.6
28450,10-07-2023 09:44,sunny,16.8,9.2
47638,01/07/23,Sunny,28.2,7.4
58095,01-05-2023 01:32,fog,17.4,0.7
5929,2023-08-05 02:21:29,sunny,25.9,8.3
258,30/11/23 21:01,Sunny,9.0,
42154,29/09/23 14:22,RAIN,19.6,6.8
39762,05-12-2023 12:18,sunny,34.7,5.7
44544,2023-10-22 23:32:42,rain ,5.6,4.0
40643,17/04/23 10:04,Clear,35.1,7.9
47206,28/08/23,Sunny,27.6,8.2
56615,01-28-2023 13:36,sunny,7.4,5.7
52774,2023-03-14 17:20:07,clear,25.0,8.1
16736,18/06/23 03:17,CLR,34.2,7.6
58676,30/01/23,clear,12.9,8.0
46,10/09/23 05:54,FOG,17.6,1.2
37496,14/02/23,Sunny,8.8,6.1
25445,2023-08-04,CLR,26.6,6.5
47908,2023-10-24,rainy,12.2,5.1
11241,09-23-2023 18:24,Raining,17.9,5.8
53446,18/01/23,clr,7.8,8.6
17739,28/05/23 05:50,FOGGY,26.8,2.6
11985,2023-05-21 06:19:44,FOGGY,35.2,0.03
4594,2023-09-05 16:19:50,clr,14.6,9.4
27855,27/10/23,clr,20.7,7.2
41430,01-10-2023 07:24,Fog,3.6,0.7
39429,02/09/23 16:27,CLR,20.0,7.0
44441,2023-02-16,CLEAR,15.8,6.2
34205,22/06/23,Clear,31.4,8.2
59741,06-29-2023 02:36,RAINY,32.3,
25118,2023-07-07 16:33:05,clear,28.7,8.8
19308,2023-05-27 04:10:17,clear,33.0,9.8
5987,2023-06-23 12:05:33,clr,28.5,8.7
950,06/11/23,CLEAR,1.8,6.6
42154,23/06/23 05:45,CLEAR,27.5,7.6
20537,2023-07-14 09:07:11,CLR,33.6,8.0
39014,05/12/23,CLR,9.8,6.0
54932,04/11/23 00:14,Fog,17.4,3.0
44078,15/10/23,rain,16.9,4.4
10462,2023-04-22,clear,28.2,9.8
36871,11-07-2023 09:59,clear,5.0,9.1
12428,2023-10-10,Fog ,13.9,2.9
22710,08-28-2023 12:17,CLR,21.8,8.2
45603,2023-04-08 07:24:03,Rain,30.4,4.1
49806,2023-02-10,Foggy,16.2,2.8
39338,30/01/23 17:05,CLEAR,2.4,6.8
56828,31/12/23,CLR,1.6,9.1
12065,24/09/23 20:29,raining,23.3,2.1
56032,08/10/23 12:21,CLR,9.3,6.3
57801,07/02/23 22:02,Sunny,5.5,6.4
51854,23/03/23,rainy,24.3,4.7
9157,25/07/23 14:14,CLR,37.6,6.3
257,02/08/23 02:09,CLR,29.2,7.8
51625,2023-09-13 05:24:16,FOG,23.6,1.1
1577,02-12-2023 17:09,CLR,15.2,6.6
789,2023-06-29 10:09:56,rain ,42.5,6.0
6305,2023-11-05 14:25:32,CLEAR,1.7,7.4
11397,12-03-2023 08:36,CLR,3.6,8.6
21532,10-20-2023 21:44,clr,63.0,8.0
15829,19/06/23,clear,28.1,37.8
8469,11-03-2023 23:14,clr,13.5,6.7
32045,03/05/23 10:05,clr,38.9,5.1
42145,09-04-2023 01:46,Fog,22.4,
28585,25/07/23 14:28,Clear,36.9,9.7
16860,2023-07-05,sunny,32.5,5.3
4252,2023-07-05 03:39:17,sunny,29.5,8.9
29086,21/09/23 08:04,rain,21.5,6.7
14762,10-22-2023 22:35,RAINY,8.8,5.1
20316,08-30-2023 12:56,CLR,31.0,5.6
6996,16/01/23 00:33,CLR,6.8,6.2
6379,02-04-2023 22:01,,9.7,2.6
11896,2023-04-18 01:54:07,clr,27.4,8.2
6931,10/11/23 17:03,rain,6.1,2.0
44784,06/06/23,Foggy,40.6,2.4
14232,2023-07-29,RAIN,34.8,1.7
37821,30/08/23 06:24,sunny,20.4,5.9
8359,2023-01-30,Clear,12.7,8.8
11747,02-28-2023 01:06,FOG,9.4,0.01
3343,13/07/23,CLR,28.8,8.1
4521,10-25-2023 13:19,Raining,5.7,6.9
42053,31/05/23 18:57,CLR,30.6,7.0
21370,03/05/23 23:31,clear,33.0,6.3
14588,11-27-2023 13:31,sunny,6.1,6.3
37316,14/11/23,Clear,10.4,8.2
49913,2023-12-30,Sunny,-0.5,6.2
56013,10-11-2023 18:05,RAINY,9.7,3.4
40176,03-29-2023 05:03,RAINY,18.6,1.8
21664,2023-04-01,Clear,24.5,7.7
58435,09-24-2023 12:40,rain,23.5,6.8
29260,22/05/23,rain ,39.9,6.2
14105,04/05/23 04:45,CLR,30.0,7.4
54542,12/02/23 05:02,clear,15.2,8.0
54484,2023-01-04 23:46:05,Clear,5.5,9.6
44078,10/09/23 22:29,clear,22.5,7.9
14487,2023-09-17 11:04:00,CLEAR,20.5,6.8
7335,2023-05-06,FOGGY,35.4,2.3
7186,2023-10-20 18:59:06,CLEAR,14.1,5.5
51592,07/04/23 17:36,rain ,26.5,6.8
15888,2023-03-28,Fog ,17.4,2.8
51611,05-05-2023 20:48,clear,55.9,9.7
30275,04-22-2023 17:37,Sunny,20.0,5.9
5737,2023-07-06,sunny,35.3,9.3
52563,25/10/23 20:46,RAIN,13.6,3.7
44484,11-24-2023 11:39,Clear,10.1,
44129,04-10-2023 16:39,Sunny,,6.1
52000,2023-08-27,clear,23.7,6.6
41486,21/11/23 09:36,Clear,11.5,9.4
47294,06-30-2023 16:09,clear,35.2,7.9
39194,12-20-2023 15:43,clear,1.6,9.5
10798,2023-06-24,Sunny,34.8,5.5
54668,19/08/23 09:26,CLR,23.0,5.7
25813,29/11/23,Clear,1.2,6.0
14129,21/02/23 20:14,sunny,7.1,7.2
19013,20/08/23 22:13,sunny,30.0,8.6
53983,27/03/23,RAIN,15.5,5.9
23144,06-14-2023 04:52,FOGGY,37.1,3.2
27421,2023-03-14 05:52:39,fog,17.1,2.3
16573,2023-05-26 16:43:47,Clear,24.3,6.0
4715,06-07-2023 17:50,CLR,30.8,6.1
30369,08-28-2023 00:20,Foggy,26.9,1.7
10824,15/07/23,CLR,31.1,7.8
28930,02/03/23,clr,23.6,7.3
32783,05-27-2023 00:08,FOGGY,35.1,1.0
10303,13/08/23 08:24,rainy,27.6,4.7
3078,07-28-2023 10:25,Rain,31.2,5.6
33245,07/08/23,CLEAR,25.5,7.0
29232,07/05/23,FOGGY,36.0,1.7
20946,2023-01-20 06:06:32,rain ,1.8,4.4
6975,2023-01-22,CLR,10.9,9.9
18563,2023-08-02 10:24:38,clear,25.3,6.7
42196,28/11/23,clr,0.3,7.9
935,08-11-2023 22:27,sunny,30.1,5.0
19564,2023-03-02,CLR,21.6,9.0
43621,2023-03-25 16:48:38,,15.0,6.5
41559,11/07/23 14:56,CLR,34.4,5.3
22421,30/05/23,Fog ,39.8,1.9
56392,08/08/23 07:20,CLR,23.1,8.9
31185,16/07/23,rain,29.7,5.2
57981,2023-07-22,Clear,23.9,8.9
26378,2023-09-17 15:43:24,Sunny,,9.0
27079,2023-06-18 12:20:52,clear,33.4,9.8
2008,2023-01-17 11:06:26,sunny,0.2,6.6
20255,04/07/23 20:04,CLEAR,31.6,9.2
42876,10-27-2023 21:05,CLR,11.8,8.0
37805,2023-09-22 12:06:07,RAIN,14.9,5.9
27601,13/06/23 23:29,RAINY,40.5,6.5
14433,2023-03-05,Clear,24.8,6.7
8172,03-26-2023 07:23,fog,24.8,1.9
23181,21/10/23,clr,9.8,7.8
49855,05/02/23 13:26,Rain,15.0,5.4
56078,04-03-2023 01:41,FOGGY,30.2,1.8
18681,2023-10-30,Rain,17.5,5.5
50543,2023-07-02,foggy,25.7,2.6
8732,2023-09-11,CLEAR,20.8,8.8
48159,14/03/23,FOGGY,27.9,0.9
7936,2023-10-10 17:24:53,clear,16.6,8.2
32446,2023-02-08 02:58:36,Rain,5.6,5.7
49565,2023-02-25 06:07:25,Rain,16.5,5.1
8383,19/10/23,foggy,16.8,1.8
51617,2023-08-13,,33.5,1.6
32749,2023-08-05,CLEAR,23.3,6.1
44212,21/09/23 05:21,raining,20.4,7.0
46114,03-05-2023 13:34,Fog,17.8,2.9
23654,10/03/23,Fog ,21.0,1.1
