road_id,road_type,num_lanes,num_signals,zone_type
RD13603,Hghway,5,2,commercial
RD19843,urban,3,6,INDUSTRIAL
RD10064,residential,2,7,Residential
RD06933,highway,6,1,commercail
RD20967,highway,4,0,industrial
RD06665,Urban,2,10,commercial
RD15758,residential,2,,residential
RD11053,highway,,2,residental
,hghway,6,3,commercial
,highway,4,2,residential
RD17427,highway,4,3,industrial
RD06071,urban,2,7,commercial
RD01629,urban,4,10,residential
RD11959,residential,,5,comerical
RD17732,urban,3,8,commercial
RD21159,highway,3,3,COMMERCIAL
RD05440,highway,6,2,commercial
RD02853,Hghway,6,2,Industrial
RD16623,residential,3,6,commercial
RD20533,urban,2,5,
RD04729,urban,2,6,residential
RD12763,highway,6,3,Commercal
RD15201,residential,1,14,residential
RD07165,urban,4,4,residential
RD20265,urban,3,7,residential
,residential,2,8,RESIDENTIAL
RD00850,residential,2,10,residential
RD13284,Hghway,5,2,commercail
RD09015,urban,4,6,
RD13865,urban,,9,
RD11789,RESDNTL,3,6,commercail
RD14138,Highway,10,0,commercail
RD16976,residental,2,14,Commercial
RD19705,residential,,10,residential
RD15520,residential,2,,commercial
RD08156,URBAN,2,6,Residntl
RD13806,urban,4,8,commercial
RD18126,urban,4,8,commercial
RD15569,URBN,3,8,Industral
RD17137,Hghway,5,0,commercial
RD02279,residential,3,9,residential
RD16883,highway,6,1,industrial
RD13262,residential,3,11,residental
RD00332,residential,3,12,residential
RD21667,RESIDENTIAL,2,12,
RD03231,urban,3,3,residential
RD10025,residential,,6,commercial
RD18740,residental,2,15,residential
RD07782,resdntl,,13,RESIDENTIAL
RD11439,Urban,2,10,
RD14938,residential,2,5,Residntl
RD04214,URBAN,2,7,commercial
RD10670,residental,2,15,Residential
RD04136,URBN,3,9,residential
RD13625,highway,6,3,residential
RD21120,residential,1,14,Commercal
RD05601,urbn,3,6,
RD06415,highway,3,2,INDUSTRIAL
RD15826,residential,2,5,commercial
RD01251,residential,3,5,residential
RD19322,urban,2,11,commercial
,highway,5,2,commercial
RD04249,highway,4,0,COMMERCIAL
RD21666,highwy,3,2,Residntl
RD08407,urban,3,,commercial
RD07695,Urban,4,5,residental
RD15447,residential,1,7,residential
RD20634,urban,2,4,Residntl
RD11770,urban,3,3,residential
RD15315,residential,2,7,residental
RD06128,highway,4,2,industrial
RD19581,residential,3,8,residential
RD01544,urbn,2,9,residential
RD04490,Resdntl,3,9,residential
RD00445,residential,3,12,
RD13051,urban,4,5,commercial
RD13896,residential,1,15,residential
,Resdntl,1,6,residential
RD00808,highway,6,0,commercial
RD08953,Resdntl,1,12,industral
RD00231,urban,4,9,commercial
RD19758,residential,3,8,commercial
RD10072,Resdntl,,5,industrial
RD09091,HGHWAY,5,0,commercial
RD13474,Resdntl,3,14,
RD09086,urban,4,9,commercial
RD10665,urban,2,4,commercial
RD07580,urban,2,9,
RD21583,urbna,2,3,commercial
RD04017,urban,2,8,RESIDENTIAL
RD14540,residential,3,15,industrial
RD00922,urban,4,10,commercial
RD04078,urban,4,8,INDUSTRAL
RD12497,urban,3,8,industrial
,urban,4,8,residental
RD00049,HGHWAY,4,1,residential
RD05462,residential,3,10,Residential
,highway,6,2,
RD02713,RESDNTL,2,12,industrial
RD18300,highway,6,3,
RD01328,HGHWAY,3,1,industrial
RD00573,Urbn,2,10,industrial
RD03606,residential,2,8,residential
RD15479,urban,3,10,commercial
RD05801,urban,2,4,commercial
RD01531,residential,1,14,residential
RD07423,residential,3,9,residential
RD20050,hghway,3,0,residential
RD13490,highway,5,1,commercial
RD04945,Urbn,4,8,commercial
RD11897,urban,4,4,residential
RD06418,highway,4,1,residential
RD16345,HIGHWAY,6,3,commercial
RD05008,RESDNTL,2,12,industrial
RD09205,Urban,4,4,INDUSTRIAL
,Resdntl,2,13,Residntl
RD02080,urban,4,5,residential
RD19149,Hghway,3,0,commercial
RD02725,RESIDENTIAL,3,15,RESIDENTIAL
RD04678,residential,3,9,commercial
RD19480,Residential,1,6,residental
RD02025,urban,4,8,commercial
RD16164,urban,4,6,
RD06230,RESIDENTIAL,3,5,commercial
RD01324,highway,4,1,
RD14555,residential,3,10,commercial
RD14433,urban,3,4,residential
RD08201,urban,2,8,commercial
RD05281,highway,3,2,industrial
RD18708,RESIDENTIAL,1,11,commercail
RD10847,urban,3,8,Commercal
RD03424,highway,3,0,
RD02186,urbn,3,5,industrial
RD01387,highway,5,3,industrial
RD10107,URBAN,4,10,commercial
RD19981,urbna,2,8,
RD21732,urban,3,11,commercial
RD04426,resdntl,,7,residential
RD14937,urban,3,7,comerical
RD14801,residential,1,7,residential
RD14693,urban,3,6,commercial
RD10217,residential,2,15,commercial
RD15058,urban,4,,RESIDENTIAL
RD08025,residential,1,14,residential
RD18867,RESIDENTIAL,3,7,residential
RD06516,highway,6,2,commercial
RD01179,highway,3,2,residential
RD06741,hghway,3,0,industrial
RD04532,HGHWAY,4,1,
RD01936,residental,1,13,residential
RD07961,residential,2,5,residential
RD10617,urban,2,4,residential
RD00618,urban,2,5,residential
RD04794,residential,3,9,residential
RD09100,highway,6,3,residential
RD02679,RESDNTL,3,13,Residntl
RD08892,urban,4,6,Residential
RD00826,residential,2,11,residental
RD21886,urban,2,5,residential
RD03375,hghway,3,1,commercial
RD13659,Urbn,4,6,
RD15107,urban,3,11,commercial
RD19048,RESDNTL,2,13,commercial
RD21803,residential,3,14,industrial
RD01272,urban,4,9,COMMERCIAL
RD21751,urban,4,9,industrial
RD06888,highway,4,2,industrial
RD16028,HIGHWAY,3,1,industrial
RD00240,residential,3,10,commercial
RD08214,urban,4,4,Residential
RD04773,URBN,2,4,commercial
RD12162,highway,,2,commercial
RD06896,residential,1,9,residential
RD01780,residential,2,10,industrial
RD17328,residential,3,10,RESIDENTIAL
RD01625,residential,1,12,residential
RD17704,urban,2,9,
RD05632,residential,1,12,residential
RD16081,Urban,2,10,commercial
RD07682,residential,,12,residential
RD17555,highway,5,3,commercial
RD03841,residential,3,7,residential
RD11771,urban,2,9,industrial
RD00991,urbn,3,10,Commercal
RD20499,resdntl,1,7,residential
RD01489,urban,3,3,industrial
RD15677,highway,3,3,commercial
RD12096,urbna,3,8,Commercal
RD11049,urban,4,7,comerical
RD06176,residential,2,13,Residntl
RD20765,URBN,4,4,commercail
RD11270,residential,3,9,residential
RD15192,HGHWAY,6,3,industrial
RD17320,urban,3,9,commercial
RD06439,residential,1,14,
RD09331,Hghway,6,2,Commercial
RD21838,residential,2,7,residential
RD00740,residential,2,5,Commercial
RD01073,urban,3,8,commercial
RD01167,highway,3,3,residential
RD02666,highway,3,2,INDUSTRAL
RD17712,residential,2,13,commercial
RD04680,residential,3,7,Residential
RD16530,residential,1,11,residential
RD10307,highway,4,2,industrial
,urban,2,9,residential
RD13400,URBN,4,10,commercial
RD02177,HIGHWAY,6,0,commercial
RD21541,URBN,3,6,commercial
RD04605,Resdntl,3,,residential
RD11110,urban,3,9,commercail
RD02133,residential,2,9,Commercal
RD11382,residential,2,11,INDUSTRIAL
RD15442,urban,4,9,residental
RD08417,urban,3,7,
RD18588,residential,3,8,
RD01481,residential,2,9,commercial
RD19492,residential,1,14,residential
RD01245,highway,5,3,industrial
RD05449,residential,10,7,residental
RD21901,urban,2,5,residential
RD06041,urban,3,3,residental
RD21754,residential,11,12,commercial
RD16250,Highway,3,3,industrial
RD03864,Urban,3,3,residential
RD01353,RESDNTL,3,5,commercial
RD19471,Hghway,3,3,residential
RD07504,urban,3,7,commercial
RD02827,residential,3,15,commercial
RD08361,urban,,6,
RD04529,residential,2,10,residential
RD05879,highway,3,0,commercial
RD01671,urban,3,,residential
RD01312,highway,6,3,industrial
RD07755,urban,,4,industrial
RD21831,highway,4,0,industrial
RD12927,residential,2,5,commercial
RD14628,highway,4,1,industrial
RD19825,Urbn,3,5,commercail
RD13940,highway,5,3,industrial
RD16436,urbn,3,11,commercial
RD20868,RESIDENTIAL,3,13,Residntl
RD01460,Residential,3,14,RESIDENTIAL
RD00759,Residential,2,14,residential
RD08240,urban,3,7,residental
RD12622,residential,1,8,industrial
RD09709,hghway,4,0,industrial
RD16175,highway,,1,commercial
RD07302,residential,2,15,residential
RD01174,RESDNTL,,9,residential
RD08950,residential,1,5,
RD11155,urban,2,8,residential
RD09737,residential,1,7,comerical
RD07912,residental,2,14,
RD16908,urban,2,4,commercial
RD01096,highway,3,3,industrial
RD00478,residential,3,6,Commercal
RD08900,residential,3,6,RESIDENTIAL
RD19438,urbna,3,6,
RD09363,highway,4,1,commercial
RD16790,urban,3,8,residential
,RESDNTL,3,9,residential
RD12135,urban,2,6,commercail
RD21544,HIGHWAY,6,2,COMMERCIAL
RD21049,Hghway,4,2,
RD21496,residential,2,6,commercial
RD06189,Resdntl,3,13,industrial
RD13982,residential,3,9,Residntl
RD06464,highway,5,2,
RD03001,highway,3,,residental
RD20427,highway,4,0,residential
RD17677,urbn,4,,
RD06094,residential,1,15,residential
RD03386,urban,3,9,commercial
RD15105,residential,3,13,residential
RD08105,highway,4,2,industrial
RD18234,residential,3,10,residential
RD03614,urban,3,3,commercial
RD09936,highway,6,1,industrial
RD14965,HIGHWAY,5,2,commercial
RD18930,highway,3,3,Residntl
RD11357,urban,3,7,commercial
RD08864,urban,3,3,industrial
RD11035,urban,3,11,
RD18697,highway,6,3,Industrial
RD05461,urban,11,8,commercial
RD12189,residential,3,,
RD20659,Residential,1,7,COMMERCIAL
RD07964,residential,1,7,industrial
RD09943,residential,1,8,Residntl
RD03139,urban,3,5,industral
RD17891,highway,4,1,industrial
RD20458,residential,1,11,commercial
RD04259,RESDNTL,1,12,residental
RD14724,residential,3,,commercial
RD08627,highway,3,3,industrial
RD11702,Highway,3,3,commercail
RD00823,urban,4,8,residential
RD16293,residential,2,12,Commercial
RD01493,Urbn,4,11,commercial
RD04552,URBN,2,9,commercial
RD03488,Urbn,4,6,commercial
RD10083,highway,3,1,industrial
RD05189,urban,3,11,residential
RD01672,residential,2,12,Residential
RD16257,urbn,4,5,Industrial
RD17773,residential,2,7,residential
RD03937,residential,,14,residential
RD12358,Residential,3,12,residential
RD08373,highway,6,2,
RD00046,residential,3,8,commercail
RD21087,residential,2,9,residential
RD00568,residential,2,10,Residential
RD06028,highway,6,2,Residential
RD02671,urban,2,6,
RD19703,residental,1,6,residential
RD05265,residential,3,8,comerical
RD11475,highway,4,2,INDUSTRAL
RD01937,urban,2,5,commercial
RD06430,Highway,,1,commercial
RD17589,highwy,5,3,industrial
RD01269,RESDNTL,1,8,residential
RD19316,urban,3,4,commercial
RD14906,urban,2,9,residential
RD18423,residential,2,14,residential
,highway,6,0,
RD16858,RESIDENTIAL,3,7,industrial
RD01278,urban,4,6,industrial
RD07017,HGHWAY,4,1,Commercal
RD21476,highway,5,0,industrial
RD21158,highway,6,0,Commercal
RD18912,residential,2,15,residential
RD08383,residential,2,14,Industral
RD12725,urbna,3,7,residential
RD06056,highway,-1,0,Industrial
RD19213,urban,3,5,
RD18600,highwy,4,2,commercial
RD16922,RESIDENTIAL,1,10,residential
RD16474,urban,4,10,commercial
RD09534,RESIDENTIAL,2,13,residential
RD06996,highway,5,2,commercial
RD04113,urban,4,6,commercial
RD10723,highway,3,2,commercial
RD10152,residential,2,,Industral
RD05028,residential,2,10,residential
RD05839,URBAN,2,6,commercial
RD06099,highway,4,0,COMMERCIAL
RD11935,Residential,1,8,INDUSTRIAL
RD11826,urbn,2,11,Residntl
RD11912,urban,3,,Commercal
RD06004,Resdntl,3,6,Residntl
RD11083,residential,2,10,residential
RD19576,urban,2,7,commercail
RD19585,residential,1,6,residential
RD06240,residential,2,7,commercial
RD20896,urban,2,10,Industrial
RD02764,highway,6,1,industrial
RD17665,URBN,2,9,industrial
RD06879,highway,,1,residential
RD21719,highway,6,1,industrial
RD04037,urban,3,8,residential
RD10090,urban,3,11,industrial
RD13212,Urbn,2,11,Commercial
RD11436,residential,3,9,industrial
RD18372,urban,2,3,residential
RD03623,residential,1,14,industrial
RD21041,urban,,6,industrial
RD03685,residential,1,15,residental
RD14118,residential,2,9,commercial
RD17679,residential,3,6,Industrial
RD10230,urban,3,11,residential
RD21293,resdntl,,13,residential
RD00479,residential,2,8,Commercal
RD03409,residential,1,8,commercial
RD15991,Urban,3,5,residential
RD04567,urban,,6,commercial
RD06362,residential,3,11,commercial
RD08181,resdntl,2,9,residential
RD21558,residential,2,11,residential
RD13043,urban,2,11,commercail
RD16854,highway,,3,industrial
RD10686,Resdntl,3,14,residential
RD10675,highway,3,2,commercial
RD16618,residential,3,11,commercial
RD18538,residential,1,7,commercial
RD01064,urban,2,9,residential
RD09104,urbna,4,10,residential
RD02226,Highway,3,2,industrial
RD16806,residential,2,12,residential
,URBAN,3,6,COMMERCIAL
RD14478,urban,4,8,industrial
RD06818,residential,3,9,residential
RD17875,highway,4,1,residential
RD00493,highway,4,1,INDUSTRAL
RD21839,urban,3,5,commercial
RD14742,urban,2,,
RD04291,urban,4,3,commercial
RD07642,urban,3,4,industrial
RD05703,urban,4,9,commercial
RD01000,residential,3,6,Residntl
RD07342,urban,4,11,RESIDENTIAL
RD21055,urban,3,3,residential
RD03137,urban,3,6,residential
RD17418,Highway,4,2,industrial
RD01453,residental,2,11,commercial
RD10462,residential,3,8,residential
RD00526,highway,5,0,industrial
RD00173,residential,2,13,RESIDENTIAL
RD20576,residential,,15,INDUSTRAL
RD17997,urban,2,8,commercial
RD10201,residential,3,13,Commercal
RD09034,highway,4,0,Residential
RD21512,urban,2,3,commercial
RD08432,highway,4,0,
RD12516,urban,0,11,
RD00132,residential,1,5,commercial
RD18958,residential,3,7,comerical
RD02600,residential,3,10,commercial
RD11483,RESIDENTIAL,3,9,residential
RD18898,urban,4,7,residential
RD13241,residential,2,5,RESIDENTIAL
RD00798,residential,1,15,residential
RD21475,highwy,3,2,
RD05963,highway,3,3,industral
RD03899,urban,3,8,industrial
,hghway,6,0,Residntl
RD17235,residential,2,7,residential
RD05074,RESDNTL,2,11,RESIDENTIAL
RD07612,highway,4,0,Residential
RD01422,highway,6,0,commercial
RD05972,residential,3,6,commercial
,residential,2,8,commercial
RD18295,urban,2,3,Industrial
RD01658,residential,3,15,commercial
RD07050,urban,2,11,
RD09601,residential,2,6,residential
RD09041,resdntl,3,12,Residential
RD03717,highway,3,2,RESIDENTIAL
RD02406,residential,3,6,residential
,RESDNTL,2,11,Residential
RD09398,residential,2,12,industrial
RD01926,urban,3,5,residential
RD17583,highway,6,0,commercial
RD12945,urban,2,10,residential
RD02984,Residential,2,12,
RD19333,residential,1,10,
,residential,3,12,industrial
RD08184,urban,2,,commercial
RD13701,urbna,2,4,residential
RD04768,urban,4,11,RESIDENTIAL
RD10923,urban,2,4,residential
RD20097,Urban,-1,8,Commercial
RD13945,urban,2,6,commercial
RD15054,highway,,0,industrial
RD07352,residential,2,15,residental
RD01351,residential,1,5,commercial
RD03967,urban,4,6,commercial
RD08732,urbn,3,10,commercial
RD03943,urban,3,5,
RD17176,urbna,3,3,residential
RD10761,residental,2,15,commercial
RD13154,Highway,4,3,INDUSTRIAL
RD04197,urban,4,3,
RD05534,resdntl,1,6,commercial
RD08068,urban,2,,residential
RD19354,urban,2,8,
RD14130,highwy,3,2,INDUSTRAL
RD13168,urbn,4,8,COMMERCIAL
RD15165,RESDNTL,10,10,residential
RD14665,urban,3,3,commercial
RD19253,Highway,5,2,residential
RD01496,urban,4,,industral
RD16753,highway,5,2,industrial
RD20372,resdntl,3,13,residential
RD03996,residential,2,12,residential
RD11590,urban,2,9,Commercal
RD13614,urban,3,10,commercail
RD00129,URBN,2,8,industrial
RD02658,RESIDENTIAL,1,15,residential
RD10983,residential,0,15,residential
RD20583,urban,2,6,commercial
RD02154,urban,4,9,commercail
RD04252,highway,3,1,commercial
RD11749,urban,4,3,commercial
RD11059,urban,3,,industrial
RD20884,highway,3,2,RESIDENTIAL
RD02997,urban,3,11,residential
RD21162,HGHWAY,6,,industrial
RD15133,residential,1,11,commercial
RD11203,urban,4,10,Commercial
RD06812,highway,6,2,industrial
RD21459,residential,1,12,commercial
RD16413,residential,3,12,residential
RD13726,highway,4,2,residential
RD16789,residental,1,14,residental
RD17017,residential,,13,RESIDENTIAL
RD16653,highway,,0,COMMERCIAL
RD04981,urban,3,5,commercial
RD04340,residential,3,15,industrial
RD14456,residential,1,15,commercial
RD06210,URBN,4,10,Residential
RD10767,urbna,2,9,residental
RD16890,highwy,4,2,Commercial
RD04827,highway,3,3,commercial
RD18489,RESIDENTIAL,1,13,industrial
RD01408,URBAN,3,6,commercial
RD19791,residential,1,15,residential
RD01374,urban,4,8,industrial
RD20167,residential,,10,residential
RD02813,residential,,12,industrial
RD01458,urban,3,9,commercial
RD03960,RESIDENTIAL,,10,residential
RD11328,Resdntl,2,,COMMERCIAL
RD02768,residental,,14,Residntl
RD07672,urban,4,7,commercial
RD15074,urban,2,6,commercial
RD08324,Highway,3,1,industrial
RD18584,urban,2,5,COMMERCIAL
RD05608,residential,3,11,commercial
,highway,6,3,industrial
RD02136,highway,6,0,commercial
RD11568,residental,10,11,residential
RD09142,residential,3,6,residential
RD06479,urban,2,3,industrial
RD16133,Residential,3,5,commercial
RD20284,urban,2,10,INDUSTRIAL
RD04475,residential,1,7,residential
RD09459,highway,,0,Commercial
RD11111,urbna,2,7,industrial
RD10552,urban,4,9,residential
RD00243,urban,4,9,commercial
RD10440,RESDNTL,3,11,residential
RD20433,urban,4,7,residential
RD04364,urban,3,10,comerical
RD20479,residential,2,,
RD08991,urban,4,3,Commercial
RD12562,highway,6,1,Commercal
RD08657,urbna,2,6,
RD05229,RESDNTL,3,8,residential
RD15944,residential,2,13,commercial
RD21965,highway,,1,commercial
RD05009,residential,3,,industrial
RD02892,highwy,4,0,commercail
RD01150,resdntl,1,7,
RD20633,residential,1,6,residential
RD03229,residential,1,9,residential
RD10643,residential,3,15,residential
RD03774,highway,5,3,commercial
RD00792,highway,5,3,industrial
RD16747,residential,11,10,residential
RD01496,residential,2,15,industrial
RD10355,residential,2,10,industrial
RD02199,residential,3,14,residential
RD11323,urban,3,,residential
RD01971,Urbn,4,10,Residntl
RD09383,highway,4,0,
RD11344,urban,4,7,
RD06369,residential,3,11,residential
RD00266,residental,2,12,commercail
RD15334,highway,6,3,industrial
RD15346,urban,4,4,commercial
,urban,4,11,residential
RD06797,urban,4,7,commercial
RD17790,residential,2,10,Residential
RD04663,residential,2,15,Residntl
RD20564,residential,1,10,residental
RD14930,highway,,3,Industrial
RD08679,Urbn,3,8,industrial
,residential,,5,
RD05962,highway,4,,residential
RD20367,Resdntl,3,7,residential
RD16408,resdntl,1,10,Commercal
RD14331,Urban,3,3,industrial
RD02953,Urban,4,11,commercial
RD15956,residential,1,5,residential
RD11080,highway,6,2,industrial
RD08095,residential,,14,COMMERCIAL
,residential,,5,residential
RD16863,residential,,6,industrial
RD12786,Residential,1,13,comerical
RD00449,urban,3,6,commercial
RD18890,Highway,5,2,residential
RD18304,highway,6,3,commercail
RD04695,residental,3,15,COMMERCIAL
RD05272,urban,3,9,residential
RD06710,residental,2,15,commercial
RD10897,urban,3,7,commercial
RD04296,urban,3,3,commercial
RD07256,urban,2,3,commercial
RD15781,hghway,5,0,residential
RD16480,HGHWAY,3,1,industrial
RD09704,urban,2,11,
RD00313,highway,3,3,industrial
RD17037,highway,4,3,Residential
RD16333,residential,3,13,
RD20753,Resdntl,3,10,residential
RD07387,residential,,10,residential
RD08830,residential,3,5,commercial
RD21580,urban,2,8,commercial
RD11612,urban,4,,Industrial
RD15604,urban,4,6,commercail
RD16722,residential,1,14,residential
RD01746,residental,3,6,residential
RD20878,residential,,14,residential
RD11989,RESIDENTIAL,1,6,residential
RD04708,highway,4,2,industrial
RD14833,highway,6,2,industrial
RD10562,urban,4,6,Commercial
RD08166,residential,2,15,residential
RD06604,urban,3,3,commercial
,residential,3,6,residential
RD04360,Highway,4,2,residential
RD05001,highway,5,2,industral
RD04055,urbna,2,11,residential
,urban,2,7,residential
RD15125,Highway,6,2,residental
RD09602,hghway,6,1,
RD05894,Resdntl,2,15,industrial
RD11136,RESDNTL,1,,residential
RD10950,urban,4,4,commercial
RD09338,urban,4,8,Residential
RD16199,residential,3,10,residential
RD08213,residential,2,8,commercial
RD12366,RESDNTL,3,12,residental
RD18967,residential,2,13,residental
RD00215,highway,6,1,
RD06498,Urbn,4,7,commercial
RD21573,urban,4,6,commercial
RD06597,urbn,3,,residential
RD08596,urban,3,9,commercial
RD20115,urban,2,10,residential
RD08917,resdntl,1,15,Residential
RD01981,urban,4,3,industrial
RD08492,Residential,-1,14,commercial
RD03291,residential,3,13,industrial
RD04457,residential,2,11,Commercial
RD15962,RESDNTL,3,14,Residntl
RD01467,urban,3,7,Commercal
RD02925,urban,2,4,
RD00972,residential,3,13,residential
RD17994,urbna,4,7,
RD05365,residential,3,15,commercial
,HIGHWAY,5,3,commercial
RD16272,URBAN,,9,Industral
RD21155,residential,3,5,commercial
RD00398,residential,1,14,commercial
RD12512,HIGHWAY,5,1,commercial
RD18476,highway,3,2,INDUSTRIAL
RD13228,urban,3,7,commercial
RD18689,HGHWAY,4,1,industrial
RD18688,urban,4,10,commercial
RD18934,Urban,4,7,commercial
RD08419,Urban,,10,industrial
RD15312,urban,2,11,commercial
RD00541,Residential,1,5,commercial
RD21770,urban,3,8,commercial
RD01010,highway,5,0,commercial
RD12192,urban,2,6,comerical
RD18278,residental,,12,
RD13699,urban,4,7,Residntl
RD07033,resdntl,2,9,residental
RD01170,URBN,3,11,commercial
RD02443,urban,4,11,commercial
RD16935,highway,5,2,Industral
RD08613,residential,3,11,residental
RD02391,Urban,3,9,industrial
RD12255,residential,,8,commercial
RD02055,resdntl,2,12,residential
,residential,2,12,residential
RD04740,residential,,,comerical
RD18824,urbn,2,3,industrial
RD14699,residential,,7,residential
RD13762,urbn,,10,Residential
RD14485,URBN,4,9,commercail
RD16516,urbna,3,3,residental
RD20162,hghway,6,3,commercial
,URBN,4,10,commercail
RD05668,residential,2,8,commercial
RD15829,urban,4,11,
RD17982,Resdntl,2,7,commercial
RD02711,residential,2,9,
RD20737,Highway,5,1,
RD19069,urban,,,commercial
RD17109,residential,,12,industral
RD00133,residential,3,10,residential
RD11763,residential,3,14,residential
RD15527,highway,3,0,
RD09785,highway,6,1,commercial
RD04989,urban,,6,commercial
,highway,4,3,commercial
RD11390,residential,2,8,RESIDENTIAL
RD12707,residential,1,6,residential
RD02200,urbna,3,6,commercial
RD05586,urban,2,8,residential
RD20872,highway,3,1,Commercal
RD21854,residential,2,12,RESIDENTIAL
RD14245,urban,4,8,residential
RD04568,HIGHWAY,5,2,commercial
RD16588,URBAN,4,11,INDUSTRAL
RD04868,residental,3,10,commercial
RD15742,residential,1,10,commercial
RD10329,urban,3,4,residential
RD06984,residential,1,12,industrial
RD11874,URBN,3,3,Residntl
RD20891,residental,1,11,residential
RD10220,highway,6,0,commercial
RD16321,residential,3,9,residential
RD08239,highway,3,1,commercial
RD01428,residential,3,12,INDUSTRIAL
RD11013,highway,4,1,commercial
RD20430,urban,2,11,commercial
,residential,2,13,commercial
RD02000,URBAN,,4,commercial
RD18667,urban,,9,commercial
RD14596,residential,1,6,commercial
RD10767,urbn,3,4,commercial
RD07150,highway,0,0,commercial
RD19067,residential,,8,residential
RD10411,residential,3,13,commercial
RD01505,residential,3,9,Commercal
RD13156,HGHWAY,3,,comerical
RD04417,residential,1,6,commercial
RD08276,Hghway,,3,Industrial
RD21947,URBN,2,4,Commercial
RD14185,urban,3,3,comerical
RD10518,urban,2,3,residential
RD05404,urban,3,10,comerical
RD20282,urban,2,7,industrial
RD11302,residential,3,15,commercial
RD16761,urban,2,10,residential
RD19486,highway,3,1,commercial
RD05521,residential,2,10,commercail
RD21884,highwy,6,1,commercial
RD18227,residential,1,15,
RD15584,residential,3,7,residential
RD11162,highway,5,2,industrial
RD12928,resdntl,1,14,commercial
RD01401,highway,3,0,Industral
RD05398,HIGHWAY,3,3,industrial
RD17954,urbna,3,11,commercial
RD12060,residential,3,5,
RD17255,residential,2,10,commercial
RD11296,urbna,4,6,COMMERCIAL
RD00019,highway,4,3,comerical
RD06264,Residential,3,,
RD18407,residental,3,15,Residntl
RD00127,highway,5,1,industrial
RD01201,RESIDENTIAL,1,11,residential
RD16900,urban,3,7,Commercial
RD04246,urban,4,5,residential
RD16443,urban,3,9,commercial
RD11545,urban,2,11,residential
RD04068,highway,4,0,INDUSTRAL
RD03299,URBN,11,11,
RD00501,residental,3,6,Residntl
RD21519,resdntl,3,15,Residntl
RD19171,Residential,2,7,industrial
RD19436,residential,2,8,Residntl
RD00975,highway,6,3,commercial
RD05577,urban,2,6,commercial
RD03300,residential,3,12,comerical
RD00212,HIGHWAY,3,1,industrial
RD17974,resdntl,,15,commercial
RD15204,urban,4,9,Commercial
RD09677,urban,4,3,residential
RD04822,urban,4,7,commercial
RD07095,urban,3,5,
RD16715,highway,3,3,commercial
RD00599,urban,3,9,Commercial
RD00188,highway,4,2,INDUSTRAL
RD06053,highway,3,2,industrial
RD10661,urban,4,7,commercial
RD06556,residential,3,6,RESIDENTIAL
RD04690,highway,6,2,commercail
RD20810,residential,,13,industrial
RD12448,urban,4,,commercial
RD01433,URBAN,3,6,commercial
RD03346,highway,5,0,commercial
RD17172,highway,6,1,commercial
RD05584,resdntl,1,7,INDUSTRAL
RD07250,URBN,2,7,Commercal
RD21631,URBN,4,10,commercial
,Urban,2,7,commercail
RD00942,residential,3,14,residential
RD12726,urban,2,,residental
RD04419,urban,2,4,residential
RD12995,residential,2,5,residential
RD01718,highway,6,1,commercial
RD19726,residential,0,11,residential
RD13301,RESIDENTIAL,1,9,
RD08583,hghway,4,3,comerical
RD15418,highway,5,1,
RD18228,Urban,4,7,residential
RD08057,urban,3,6,commercial
RD19154,urban,3,7,commercial
RD08791,HIGHWAY,4,3,residential
RD21572,urban,4,8,commercial
RD02787,highway,3,0,
RD06547,highway,4,1,commercial
RD11830,highway,6,3,industrial
RD01406,residential,3,8,commercial
RD03440,highway,4,0,commercial
RD04256,residential,3,15,Residential
RD15015,residential,3,8,commercial
RD09123,highwy,4,1,commercial
RD09646,urban,4,10,commercial
RD08351,urban,2,6,industrial
RD01495,highwy,,2,commercial
RD04393,resdntl,,12,Residential
RD04826,highway,6,3,Industrial
RD11251,urban,4,11,commercial
RD01722,highway,6,3,industrial
RD07199,residential,3,15,Residential
RD20789,residential,3,12,RESIDENTIAL
,HIGHWAY,4,1,industrial
RD00616,highway,6,1,
RD20134,resdntl,2,14,commercial
RD01396,residental,2,11,residential
RD00439,residential,3,,Residential
RD14398,urban,2,8,residential
RD13497,residential,3,10,residential
RD19658,residential,1,11,commercial
RD18797,residential,2,12,commercial
RD15535,urban,2,4,residental
RD09111,residential,3,5,residential
RD20303,RESIDENTIAL,3,5,residential
RD17531,urban,4,,commercial
RD15785,residential,1,15,RESIDENTIAL
RD13352,residental,3,14,residential
RD17425,highway,0,3,commercial
RD02050,urban,4,7,Residential
RD01783,highway,4,2,commercial
RD06567,urban,,3,
,urban,4,3,residential
RD08555,residential,1,14,industrial
RD00434,URBAN,,10,Industral
RD20190,RESIDENTIAL,2,13,industrial
RD17290,highway,4,3,Commercal
RD21800,urban,3,,INDUSTRAL
RD07172,urban,4,10,commercial
RD00353,highwy,3,1,
RD08625,residential,2,7,residential
RD07025,urban,4,6,
RD04264,residential,2,9,residental
RD20275,urban,4,9,commercial
RD10672,urban,3,,COMMERCIAL
RD16735,resdntl,2,6,RESIDENTIAL
RD16791,highway,4,3,comerical
RD01382,urban,3,,residential
RD20980,residential,3,14,commercial
RD17635,residential,3,12,commercail
RD04855,residential,3,15,residential
RD08775,urban,3,8,residential
RD02516,highway,6,1,INDUSTRIAL
RD09865,residential,3,6,
RD12297,hghway,4,3,industrial
