road_id,road_type,num_lanes,num_signals,zone_type
RD11855,urban,3,7,commercial
RD02320,urban,,3,commercial
RD13023,residential,3,13,residential
RD00295,urban,4,6,industrial
RD08273,residential,3,11,residential
RD14182,urban,4,4,commercial
RD14053,urban,2,11,industrial
RD13144,residential,1,5,commercial
RD07331,residential,1,10,residential
RD02703,urban,3,10,industrial
RD20460,urban,3,4,commercial
RD11601,residential,,14,industrial
RD00298,residential,3,6,commercial
RD05976,urban,2,9,residential
RD01030,residential,1,8,residential
RD10233,highway,6,2,industrial
RD05646,urban,4,10,commercial
RD07826,residential,2,5,residential
RD13609,urban,3,5,industrial
RD01134,residential,2,13,residential
RD08204,highway,,3,industrial
RD16889,highway,,2,commercial
RD21511,highway,6,,commercial
RD10971,urban,4,3,residential
RD11557,urban,2,9,commercial
RD12847,residential,3,5,industrial
RD16448,residential,1,14,
RD03573,urban,4,6,commercial
RD11088,residential,2,15,
RD10120,residential,3,7,residential
RD02720,residential,2,12,residential
RD13527,residential,,6,commercial
RD16712,residential,2,7,commercial
RD15211,residential,2,,commercial
RD15273,urban,2,9,
RD01644,urban,2,7,industrial
RD18281,residential,1,6,residential
RD16097,residential,,5,industrial
RD18658,urban,2,3,commercial
RD13338,residential,3,,residential
RD07638,urban,,9,commercial
RD09445,urban,3,11,commercial
RD06539,urban,3,10,commercial
RD18376,highway,5,1,industrial
RD13768,urban,4,7,commercial
RD15046,highway,3,3,commercial
RD03398,highway,6,2,commercial
RD08318,residential,2,6,residential
RD07804,urban,3,5,residential
RD04604,residential,3,8,commercial
RD07044,highway,3,0,commercial
RD19201,urban,2,3,residential
RD18188,residential,3,5,residential
RD19656,residential,3,13,commercial
RD11051,urban,,4,commercial
RD11965,urban,2,,residential
RD16263,urban,4,3,
RD14304,highway,6,0,commercial
RD03739,highway,4,,commercial
RD17717,residential,,6,commercial
RD21175,residential,1,9,commercial
RD20802,highway,6,2,commercial
RD19792,highway,5,0,industrial
RD08988,residential,3,13,commercial
RD19626,residential,1,13,commercial
RD16518,urban,4,6,commercial
RD01570,urban,3,10,commercial
RD01962,urban,2,11,industrial
RD06068,urban,4,11,commercial
RD02603,residential,,5,commercial
RD09744,residential,1,11,residential
RD07048,urban,3,6,commercial
RD00202,residential,,11,residential
RD08376,urban,,10,
RD01523,residential,1,10,commercial
RD10068,urban,3,8,residential
RD13661,residential,1,12,residential
RD21786,urban,4,,industrial
RD21806,residential,3,9,residential
RD14446,highway,3,1,industrial
RD11008,residential,3,14,commercial
RD01659,urban,3,4,commercial
RD03982,highway,5,0,commercial
RD06311,urban,3,9,residential
RD16708,residential,2,9,industrial
RD08757,highway,3,1,industrial
RD12215,residential,1,,residential
RD16078,residential,2,5,commercial
RD08554,highway,,3,commercial
RD14001,residential,1,9,residential
RD10065,highway,5,1,industrial
RD03034,highway,6,2,industrial
RD20079,urban,4,4,industrial
RD16958,urban,4,10,commercial
RD10274,residential,,5,commercial
RD18617,residential,2,12,commercial
RD21189,highway,6,3,industrial
RD08817,highway,,1,industrial
RD20964,residential,2,7,residential
RD04270,urban,,10,industrial
RD05995,residential,3,15,industrial
RD00070,residential,,11,commercial
RD15935,residential,2,7,
RD05036,highway,3,0,
RD00662,residential,1,5,residential
RD04350,residential,2,12,commercial
RD21290,urban,3,4,industrial
RD03902,highway,5,3,commercial
RD09023,highway,4,2,
RD15571,residential,1,15,commercial
RD12799,highway,5,2,industrial
RD07313,residential,1,13,residential
RD01076,residential,2,13,commercial
RD04654,urban,2,11,commercial
RD11860,residential,1,9,residential
RD01329,urban,3,3,
RD16510,residential,2,9,commercial
RD11603,residential,1,7,residential
RD01649,residential,2,15,commercial
RD04189,urban,2,6,residential
RD03402,highway,5,,industrial
RD01074,urban,3,6,commercial
RD03122,urban,3,10,commercial
RD01346,highway,6,3,commercial
RD14058,highway,5,0,commercial
RD13136,urban,2,7,industrial
RD18339,residential,2,12,residential
RD06544,urban,3,5,commercial
RD04372,residential,3,5,
RD11675,residential,1,10,residential
RD16465,urban,3,5,industrial
RD15748,urban,,6,industrial
RD02268,highway,5,2,industrial
RD10192,urban,,3,commercial
RD21596,residential,3,9,residential
RD00409,residential,3,6,residential
RD01624,highway,5,0,residential
RD00059,urban,4,6,commercial
RD21653,residential,3,6,residential
RD15387,residential,,13,commercial
RD19038,urban,4,4,commercial
RD05499,urban,2,10,residential
RD17420,urban,3,7,residential
RD06538,urban,3,10,residential
RD07664,highway,,1,industrial
RD15077,urban,,11,commercial
RD11518,urban,4,5,residential
RD03789,urban,2,11,industrial
RD15879,urban,,3,commercial
RD06470,highway,3,3,residential
RD05196,urban,2,5,residential
RD16245,urban,4,7,industrial
RD19451,residential,,15,residential
RD01473,residential,1,14,
RD07240,urban,,5,commercial
RD12118,residential,,6,residential
RD06098,urban,4,6,industrial
RD21951,residential,2,6,residential
RD08125,highway,5,0,industrial
RD18669,urban,3,3,
RD02078,urban,2,9,industrial
RD12280,residential,1,9,residential
RD14048,urban,3,3,residential
RD18526,urban,3,5,commercial
RD17357,residential,3,,residential
RD04634,urban,2,5,industrial
RD04444,urban,3,4,residential
RD18835,residential,3,8,
RD18989,highway,4,1,commercial
RD16478,highway,6,,commercial
RD06332,residential,3,6,residential
RD02832,residential,3,7,industrial
RD09884,residential,1,6,residential
RD19240,residential,3,13,residential
RD18163,highway,6,,residential
RD04219,residential,1,7,residential
RD05902,highway,4,0,commercial
RD02472,urban,3,7,commercial
RD09092,urban,2,10,industrial
RD02523,highway,6,,commercial
RD14654,highway,4,3,commercial
RD21531,urban,2,8,residential
RD04239,highway,3,0,industrial
RD03158,urban,2,4,
RD04430,residential,2,12,residential
RD12173,residential,1,6,
RD12385,residential,1,12,commercial
RD08764,highway,4,0,residential
RD07561,urban,2,11,commercial
RD14153,residential,1,7,residential
RD20472,highway,5,0,industrial
RD19735,urban,4,6,residential
RD06976,residential,2,13,residential
RD07238,highway,6,0,residential
RD04867,residential,3,14,residential
RD17331,residential,1,,commercial
RD00524,residential,2,10,residential
RD05118,highway,5,3,residential
RD15970,residential,2,10,commercial
RD19483,residential,2,14,residential
RD01986,residential,1,15,residential
RD02586,highway,3,0,residential
RD19057,urban,2,8,industrial
RD05423,residential,3,14,commercial
RD11076,urban,2,11,commercial
RD07498,highway,4,,industrial
RD14288,highway,5,0,industrial
RD13696,residential,1,11,commercial
RD06255,residential,,14,commercial
RD00721,highway,3,3,commercial
RD01601,residential,3,14,commercial
RD03177,urban,3,8,residential
RD15568,residential,2,13,residential
RD00632,residential,3,5,residential
RD11635,highway,6,1,residential
RD11418,highway,6,0,residential
RD07790,urban,3,3,
RD07073,residential,2,7,residential
RD12844,urban,2,4,industrial
RD00812,residential,1,14,residential
RD20292,urban,3,4,commercial
RD13450,urban,4,,commercial
RD14632,urban,2,6,industrial
RD07276,urban,4,5,residential
RD20565,urban,4,11,
RD10250,highway,6,1,industrial
RD08544,highway,6,3,industrial
RD05733,highway,5,3,residential
RD06534,residential,1,5,
RD04064,urban,2,8,residential
RD06955,residential,2,15,residential
RD05053,residential,1,14,residential
RD07734,residential,3,,residential
RD21353,residential,,,commercial
RD10745,residential,3,7,commercial
RD09269,highway,5,,industrial
RD11552,residential,2,11,industrial
RD21220,highway,6,1,
RD05042,urban,2,10,commercial
RD02028,residential,1,7,industrial
RD18917,urban,4,8,industrial
RD06752,urban,,5,industrial
RD10141,residential,2,9,commercial
RD03838,residential,1,6,
RD17590,urban,3,6,residential
RD00764,residential,3,14,commercial
RD00441,urban,4,3,industrial
RD15160,residential,2,14,residential
RD08594,urban,4,8,commercial
RD02988,residential,3,15,residential
RD18698,highway,5,2,industrial
RD07874,residential,1,7,residential
RD00623,urban,2,5,residential
RD08707,urban,4,4,commercial
RD03651,residential,1,15,residential
RD07670,urban,3,6,industrial
RD02697,residential,1,15,residential
RD04200,residential,2,10,residential
RD20511,highway,6,2,residential
RD14737,highway,6,1,residential
RD21197,urban,2,7,commercial
RD18628,highway,5,2,commercial
RD04168,highway,5,1,
RD07896,residential,3,8,
RD01800,urban,2,7,industrial
RD10988,residential,,15,residential
RD14333,highway,3,0,industrial
RD17244,urban,3,8,residential
RD02578,highway,5,1,commercial
RD03127,highway,6,0,commercial
RD11386,highway,5,3,residential
RD17400,urban,4,11,industrial
RD00254,highway,5,,residential
RD19280,urban,4,5,industrial
RD00457,urban,4,,
RD01596,residential,1,9,commercial
RD13231,highway,5,0,industrial
RD14616,highway,4,0,industrial
RD14700,highway,6,1,industrial
RD08998,residential,1,14,
RD08024,urban,3,3,residential
RD13151,highway,6,2,commercial
RD12915,urban,4,3,commercial
RD17383,residential,1,14,industrial
RD03816,residential,3,14,industrial
RD14084,highway,5,2,industrial
RD04999,residential,3,11,residential
RD15122,residential,3,7,industrial
RD16226,urban,4,6,commercial
RD14547,highway,4,2,industrial
RD00160,highway,6,3,industrial
RD13022,urban,2,11,
RD11670,highway,6,0,residential
RD04483,urban,2,5,commercial
RD21881,residential,3,8,industrial
RD04737,urban,2,3,industrial
RD16531,urban,,7,industrial
RD13222,urban,4,7,industrial
RD06475,urban,2,5,residential
RD14273,highway,4,,commercial
RD19739,urban,4,7,residential
RD12149,residential,2,9,residential
RD00461,residential,3,13,residential
RD09133,residential,1,9,commercial
RD08094,residential,1,11,industrial
RD07018,urban,2,11,industrial
RD09176,residential,2,12,residential
RD14743,residential,,12,commercial
RD11787,highway,,,industrial
RD05015,urban,3,4,industrial
RD04013,residential,1,14,residential
RD13261,residential,2,9,residential
RD16745,urban,2,9,residential
RD08220,highway,6,3,residential
RD20267,urban,3,7,commercial
RD18365,residential,2,11,residential
RD10712,highway,4,0,commercial
RD01486,urban,3,3,commercial
RD14111,residential,3,,residential
RD01237,residential,2,14,residential
RD01151,residential,3,,industrial
RD04758,residential,3,5,residential
RD00379,urban,3,7,commercial
RD14575,urban,3,7,commercial
RD01576,highway,4,3,industrial
RD02990,urban,2,,residential
RD16751,urban,2,5,industrial
RD13039,urban,2,10,residential
RD06075,urban,3,8,industrial
RD00582,residential,3,13,commercial
RD04594,urban,4,9,residential
RD10528,residential,2,14,
RD15198,residential,,5,
RD15739,residential,3,7,residential
RD11929,highway,4,0,commercial
RD13808,residential,3,10,commercial
RD11570,residential,3,7,commercial
RD02811,residential,2,12,residential
RD11779,residential,2,13,residential
RD18666,residential,1,13,commercial
RD11172,highway,3,3,industrial
RD00075,highway,6,2,industrial
RD15893,highway,5,3,industrial
RD08320,urban,2,4,commercial
RD13192,residential,1,,residential
RD17747,urban,3,10,industrial
RD16540,residential,3,11,commercial
RD00902,urban,,9,residential
RD13170,residential,2,10,industrial
RD11466,highway,4,3,residential
RD21229,residential,1,8,commercial
RD00877,residential,2,14,industrial
RD06204,highway,5,3,industrial
RD13092,urban,3,4,residential
RD20126,highway,,3,commercial
RD12157,urban,,7,residential
RD11759,residential,3,9,industrial
RD06729,highway,5,3,industrial
RD03345,residential,2,8,residential
RD01702,residential,2,15,
RD07901,residential,1,5,commercial
RD20570,urban,3,10,industrial
RD16045,residential,,6,residential
RD13782,urban,2,10,residential
RD06347,urban,4,8,residential
RD10899,highway,4,3,commercial
RD05882,residential,1,15,industrial
RD07917,urban,2,5,industrial
RD00539,highway,6,2,residential
RD12292,residential,1,10,commercial
RD01172,urban,4,5,commercial
RD03333,urban,2,9,commercial
RD08810,residential,,,residential
RD11867,highway,6,3,industrial
RD11137,urban,4,9,commercial
RD14583,urban,,7,commercial
RD05471,highway,4,3,industrial
RD08066,highway,3,2,industrial
RD17580,urban,3,3,commercial
RD14471,urban,3,4,commercial
RD08299,residential,1,10,residential
RD11911,urban,2,6,commercial
RD00560,urban,4,6,commercial
RD01132,residential,3,14,commercial
RD01857,residential,1,6,commercial
RD14518,highway,5,2,commercial
RD08674,residential,1,14,industrial
RD11668,residential,1,,
RD16206,residential,,15,commercial
RD12038,highway,,3,commercial
RD11968,residential,1,10,industrial
RD04565,residential,3,9,residential
RD01562,urban,4,9,industrial
RD04178,highway,4,2,residential
RD14971,residential,2,10,residential
RD03222,highway,,3,residential
RD13249,highway,4,3,commercial
RD00918,urban,2,3,industrial
RD21994,urban,,4,industrial
RD05016,residential,2,14,commercial
RD00760,residential,3,,industrial
RD11327,urban,4,5,industrial
RD10175,urban,3,5,commercial
RD10619,highway,6,2,commercial
RD19896,residential,2,13,industrial
RD13100,urban,,10,commercial
RD21319,highway,4,1,residential
RD21532,urban,3,9,industrial
RD01361,urban,3,7,residential
RD17955,residential,3,14,commercial
RD13595,residential,2,15,commercial
RD02858,highway,6,0,commercial
RD20432,highway,6,0,industrial
RD11500,residential,1,13,residential
RD14137,highway,4,2,commercial
RD13408,highway,3,3,commercial
RD20409,urban,2,4,industrial
RD21149,urban,3,3,residential
RD06380,urban,2,3,commercial
RD07604,residential,,9,residential
RD01149,urban,3,9,industrial
RD19370,residential,,12,commercial
RD08465,residential,1,8,residential
RD19272,urban,2,3,commercial
RD19172,residential,3,15,residential
RD12853,highway,5,1,commercial
RD17827,urban,3,5,industrial
RD15854,urban,2,7,commercial
RD01541,residential,3,5,industrial
RD18999,urban,2,,commercial
RD01610,residential,1,9,residential
RD16222,urban,2,8,industrial
RD01935,highway,6,0,industrial
RD11966,highway,6,1,industrial
RD01519,residential,,9,industrial
RD12123,highway,5,1,commercial
RD01477,urban,4,8,commercial
RD04243,residential,1,14,residential
RD12155,urban,2,11,commercial
RD14399,urban,3,7,commercial
RD18386,residential,2,6,industrial
RD08763,residential,1,8,residential
RD03267,residential,2,10,residential
RD08669,urban,2,7,commercial
RD06843,urban,2,11,commercial
RD02404,highway,4,1,commercial
RD08910,residential,1,15,residential
RD08401,residential,3,11,residential
RD14135,urban,2,,
RD16904,highway,3,1,industrial
RD21917,residential,1,14,commercial
RD21356,urban,3,9,
RD05317,highway,,1,industrial
RD07571,residential,3,13,commercial
RD01031,residential,1,,commercial
RD02981,urban,4,7,residential
RD08010,residential,2,,
RD01913,urban,4,8,commercial
RD04455,highway,,2,industrial
RD07943,residential,3,11,commercial
RD15443,residential,2,7,residential
RD07248,highway,3,1,commercial
RD06496,urban,4,11,residential
RD11694,residential,2,9,industrial
RD07467,urban,4,6,residential
RD19221,urban,3,9,residential
RD10412,urban,2,3,commercial
RD17941,residential,1,11,commercial
RD14127,residential,1,13,
RD17799,highway,3,3,industrial
RD18906,residential,2,11,residential
RD06011,residential,1,7,residential
RD05734,urban,,11,industrial
RD17387,urban,4,,commercial
RD16373,residential,3,12,residential
RD19384,highway,4,0,industrial
RD09415,residential,,10,
RD19096,residential,1,14,residential
RD01101,urban,3,4,commercial
RD05556,residential,2,8,residential
RD16347,residential,2,11,commercial
RD05159,highway,5,1,residential
RD20614,highway,5,1,commercial
RD14805,residential,1,12,residential
RD19867,urban,4,7,commercial
RD09527,urban,3,7,commercial
RD05766,urban,4,6,residential
RD07001,residential,1,12,commercial
RD07177,residential,,7,residential
RD16114,urban,3,9,commercial
RD05419,urban,4,10,residential
RD18251,highway,,3,industrial
RD07088,highway,4,2,commercial
RD13123,residential,,,residential
RD09608,urban,,11,residential
RD06636,urban,3,3,industrial
RD15150,residential,3,5,commercial
RD15567,highway,3,3,commercial
RD20107,urban,4,11,industrial
RD09775,urban,4,4,residential
RD06895,highway,5,2,commercial
RD15555,urban,4,8,commercial
RD15300,residential,2,7,commercial
RD19268,residential,3,9,residential
RD02914,highway,4,3,residential
RD04015,urban,4,8,
RD20086,residential,3,10,residential
RD15776,highway,6,1,commercial
RD21937,residential,1,8,commercial
RD04544,highway,3,1,commercial
RD18983,urban,2,11,residential
RD16056,urban,2,6,residential
RD19273,urban,4,7,
RD16871,residential,3,9,industrial
RD13265,residential,2,6,residential
RD08788,highway,6,1,industrial
RD02434,residential,1,,residential
RD12969,residential,3,8,
RD03011,highway,4,3,commercial
RD08523,residential,1,5,residential
RD17944,residential,3,12,industrial
RD14121,residential,2,9,residential
RD02103,residential,2,,commercial
RD04889,urban,2,4,commercial
RD02109,residential,1,6,residential
RD06033,highway,4,3,commercial
RD04208,urban,3,5,residential
RD00620,urban,3,3,residential
RD08883,highway,3,0,industrial
RD01092,highway,3,2,industrial
RD19283,residential,1,5,commercial
RD18455,residential,1,6,commercial
RD04979,urban,3,5,residential
RD18993,residential,2,15,residential
RD03027,residential,3,10,commercial
RD03395,residential,1,12,commercial
RD09167,residential,1,9,residential
RD02726,residential,1,13,residential
RD14688,highway,6,2,industrial
RD18892,urban,4,3,industrial
RD05441,residential,3,14,commercial
RD07020,residential,3,10,residential
RD16773,urban,3,4,residential
RD08610,residential,3,11,residential
RD15805,residential,2,6,residential
RD18571,residential,2,11,industrial
RD21432,residential,2,11,residential
RD13069,residential,3,13,residential
RD05355,urban,3,4,commercial
RD01579,residential,2,5,
RD01283,urban,4,6,commercial
RD11645,urban,4,11,industrial
RD21605,urban,3,10,commercial
RD00778,urban,2,10,commercial
RD01859,urban,4,4,
RD05754,urban,2,5,residential
RD03644,urban,4,,industrial
RD13184,urban,3,8,commercial
RD01239,urban,,11,commercial
RD03988,highway,3,3,commercial
RD01409,urban,3,6,residential
RD12018,residential,2,7,
RD19019,residential,2,14,residential
RD11174,urban,2,9,commercial
RD21006,residential,3,11,commercial
RD08179,highway,6,1,commercial
RD09730,urban,3,9,residential
RD02477,residential,3,14,residential
RD17426,residential,2,11,commercial
RD02806,urban,,5,residential
RD06727,urban,4,6,commercial
RD01604,residential,3,10,residential
RD21560,highway,,1,residential
RD08877,urban,2,7,industrial
RD14274,residential,3,6,residential
RD21358,highway,3,3,industrial
RD04092,residential,,9,commercial
RD09580,residential,3,15,commercial
RD21748,highway,6,1,commercial
RD21230,residential,2,10,commercial
RD21227,residential,1,7,residential
RD09872,highway,6,1,industrial
RD00248,residential,2,8,residential
RD18939,residential,2,5,commercial
RD09364,residential,1,13,residential
RD06370,residential,2,5,industrial
RD03992,highway,4,1,commercial
RD05602,urban,2,8,commercial
RD17882,highway,4,3,industrial
RD16030,residential,3,13,industrial
RD01201,residential,1,14,residential
RD01614,highway,5,0,commercial
RD03953,residential,1,8,commercial
RD21160,urban,3,3,commercial
RD04745,urban,4,3,commercial
RD07913,residential,3,14,residential
RD07635,residential,1,10,residential
RD16098,highway,,3,commercial
RD06340,residential,3,8,commercial
RD01887,highway,4,0,commercial
RD05413,urban,2,8,residential
RD11989,urban,2,4,industrial
RD20015,urban,3,,residential
RD03625,highway,,,residential
RD00874,urban,3,6,residential
RD18979,highway,3,0,industrial
RD20345,residential,2,13,residential
RD09797,residential,1,10,commercial
RD14231,highway,3,3,industrial
RD10611,residential,3,11,commercial
RD01995,residential,3,7,commercial
RD16721,residential,3,15,residential
RD18774,urban,2,4,commercial
RD17702,highway,3,1,commercial
RD11119,residential,1,11,residential
RD15119,highway,5,0,residential
RD06699,urban,3,,commercial
RD20132,residential,2,,residential
RD18414,urban,4,,residential
RD07491,residential,2,11,commercial
RD10668,urban,4,7,residential
RD04762,highway,3,1,commercial
RD11882,residential,3,9,commercial
RD20348,urban,,4,commercial
RD03867,highway,6,1,industrial
RD01634,residential,,9,industrial
RD02217,residential,3,10,
RD12120,highway,3,3,commercial
RD09835,urban,4,7,residential
RD00120,residential,2,5,residential
RD16459,urban,,9,
RD06091,highway,4,3,commercial
RD16927,highway,3,3,residential
RD06854,residential,2,15,commercial
RD04090,residential,2,15,residential
RD05916,residential,1,10,residential
RD10312,residential,1,13,residential
RD03947,residential,3,6,residential
RD20830,highway,4,3,industrial
RD01549,highway,5,2,residential
RD17606,urban,4,7,residential
RD16225,residential,3,9,commercial
RD20382,urban,4,8,residential
RD09906,urban,3,3,residential
RD16928,highway,3,2,industrial
RD03330,urban,4,7,commercial
RD18066,residential,2,,industrial
RD20680,residential,1,10,residential
RD12480,highway,6,1,industrial
RD17224,highway,4,1,commercial
RD07838,highway,6,0,residential
RD03962,urban,2,9,residential
RD09204,urban,2,4,commercial
RD02801,residential,1,,residential
RD04315,urban,2,5,industrial
RD03146,urban,4,4,commercial
RD13883,urban,2,11,industrial
RD12466,urban,3,3,industrial
RD09390,highway,6,1,commercial
RD09386,urban,4,,residential
RD00103,residential,1,11,residential
RD14652,urban,,3,commercial
RD16729,residential,2,6,residential
RD05391,urban,,7,commercial
RD08648,highway,3,3,commercial
RD14369,urban,4,10,commercial
RD10935,residential,1,12,commercial
RD15997,residential,1,13,commercial
RD18443,residential,1,7,residential
RD12315,residential,1,7,industrial
RD20497,residential,3,14,commercial
RD11476,highway,5,,industrial
RD04926,residential,1,12,commercial
RD18572,urban,2,8,commercial
RD20247,residential,2,10,
RD21406,highway,,3,commercial
RD07873,highway,6,1,commercial
RD21887,residential,,10,residential
RD10012,urban,4,5,residential
RD21625,residential,1,8,residential
RD01668,highway,4,0,industrial
RD00193,residential,1,7,
RD04044,residential,1,8,commercial
RD09407,highway,3,1,industrial
RD10638,highway,4,3,
RD05201,residential,3,11,residential
RD11048,highway,5,3,industrial
RD09461,urban,4,4,residential
RD03111,highway,5,0,commercial
RD17623,highway,5,2,residential
RD04437,urban,2,10,commercial
RD07294,residential,2,11,residential
RD00795,highway,6,0,industrial
RD02941,urban,4,4,commercial
RD11979,urban,4,6,residential
RD00999,residential,2,6,residential
RD15069,urban,3,5,commercial
RD21778,urban,,7,industrial
RD17807,highway,6,1,
RD21267,residential,1,5,residential
RD15366,urban,2,8,industrial
RD01472,highway,5,1,commercial
RD04990,highway,4,3,industrial
RD01798,urban,4,5,commercial
RD03007,residential,3,14,residential
RD12108,residential,2,9,residential
RD19711,urban,2,6,commercial
RD17921,highway,4,1,industrial
RD00898,highway,5,1,industrial
RD07563,urban,4,6,residential
RD13062,residential,3,,commercial
RD11857,residential,1,8,residential
RD20635,urban,4,9,industrial
RD00208,urban,,5,commercial
RD17642,urban,2,5,residential
RD02598,residential,,14,
RD00611,residential,3,15,
RD14754,urban,4,10,residential
RD18125,highway,,0,commercial
RD06719,residential,2,15,industrial
RD16631,residential,1,14,residential
RD05861,urban,3,9,residential
RD02758,urban,4,10,commercial
RD19383,residential,1,15,commercial
RD12031,residential,,14,
RD00804,residential,1,6,residential
RD19296,residential,2,14,residential
RD10062,urban,3,10,commercial
RD11743,residential,,10,commercial
RD08836,residential,3,7,
RD01727,highway,5,1,industrial
RD00271,residential,2,13,residential
RD05257,highway,6,3,commercial
RD04984,urban,4,8,commercial
RD09193,residential,2,9,residential
RD12045,highway,4,,commercial
RD14430,urban,3,8,industrial
RD03787,residential,2,14,residential
RD20104,urban,4,7,residential
RD17199,residential,2,13,commercial
RD17839,residential,1,8,industrial
RD08455,urban,3,8,
RD06549,residential,2,,residential
RD20122,urban,,7,commercial
RD14263,urban,,9,commercial
RD10905,urban,2,3,commercial
RD00364,urban,4,6,
RD20103,highway,,0,industrial
RD00243,residential,,,residential
RD00637,residential,1,11,industrial
RD21401,urban,2,6,residential
RD18186,urban,3,,industrial
RD21248,urban,4,7,commercial
RD17584,urban,3,8,residential
RD05174,highway,3,1,industrial
RD21105,highway,5,0,industrial
RD00523,residential,1,11,residential
RD04777,urban,4,4,residential
RD07184,residential,1,10,residential
RD20403,residential,3,12,residential
RD10332,urban,2,5,commercial
RD04551,urban,,5,residential
RD10739,urban,4,7,commercial
RD03970,urban,4,7,commercial
RD08359,highway,5,0,commercial
RD09517,urban,3,8,
RD20026,urban,4,6,residential
RD12550,residential,2,15,residential
RD16874,residential,3,10,residential
RD09617,highway,3,2,industrial
RD02105,urban,4,5,commercial
RD16591,highway,5,2,commercial
RD02693,urban,,4,residential
RD00456,urban,,4,industrial
RD06354,urban,3,4,commercial
RD01274,highway,6,3,residential
RD16943,urban,3,4,commercial
RD01359,urban,2,4,commercial
RD10838,residential,2,6,commercial
RD13087,urban,,3,
RD16863,urban,4,7,commercial
RD09788,residential,1,14,residential
RD13985,urban,4,3,residential
RD14641,urban,4,4,commercial
RD02384,urban,3,11,commercial
RD21231,highway,5,2,commercial
RD18430,residential,1,5,commercial
RD09259,highway,6,3,industrial
RD13766,residential,2,12,commercial
RD17599,urban,2,7,residential
RD07322,residential,1,15,commercial
RD13066,highway,4,2,residential
RD21413,urban,2,,industrial
RD05063,residential,,7,residential
RD21640,highway,4,1,commercial
RD02474,residential,1,5,residential
RD02865,urban,,6,commercial
RD19606,residential,1,7,commercial
RD02192,urban,2,11,commercial
RD13635,residential,3,7,residential
RD00969,residential,2,6,residential
RD17900,residential,1,8,residential
RD15515,urban,,8,residential
RD03167,urban,4,11,
RD06668,residential,3,15,residential
RD10486,residential,1,15,commercial
RD08343,residential,2,13,commercial
RD08415,urban,4,7,commercial
RD02117,urban,4,10,commercial
RD17346,urban,2,7,commercial
RD00206,highway,3,0,industrial
RD09300,highway,4,1,industrial
RD12350,residential,2,5,residential
RD02884,highway,5,3,residential
RD10918,residential,2,7,commercial
RD03185,residential,,9,residential
RD09234,urban,4,9,commercial
RD12098,residential,2,,commercial
RD03071,residential,2,,residential
RD06200,highway,4,0,residential
RD12560,urban,2,7,
RD14656,highway,5,1,industrial
RD17417,urban,2,3,commercial
RD15274,highway,6,3,industrial
RD10137,urban,3,4,residential
RD20848,residential,1,7,residential
RD04408,highway,5,1,commercial
RD16318,urban,2,11,residential
RD04646,highway,6,1,commercial
RD00867,urban,4,6,commercial
RD13422,highway,5,1,commercial
RD02061,urban,2,4,industrial
RD15614,residential,2,12,residential
RD09695,residential,,6,commercial
RD17213,urban,4,4,commercial
RD15622,highway,5,0,commercial
RD15767,residential,1,8,residential
RD09757,urban,3,9,commercial
RD21928,highway,3,1,commercial
RD20745,urban,2,9,commercial
RD10132,urban,,4,commercial
RD04148,urban,2,9,commercial
RD13849,highway,4,1,residential
RD15411,residential,2,11,residential
RD13176,urban,3,6,residential
RD04976,residential,3,5,residential
RD14792,residential,2,12,industrial
RD11537,residential,1,14,residential
RD02149,residential,2,8,residential
RD13530,residential,3,6,commercial
RD03715,residential,3,9,industrial
RD21799,urban,2,5,residential
RD18157,residential,3,8,commercial
RD18282,highway,4,0,industrial
RD17240,residential,2,11,commercial
RD09699,highway,6,3,commercial
RD13308,urban,2,9,industrial
RD03258,residential,3,6,residential
RD02651,highway,6,0,industrial
RD10934,urban,4,,commercial
RD10783,residential,3,15,commercial
RD07113,residential,2,14,industrial
RD15420,urban,3,7,industrial
RD12256,urban,3,,residential
RD16813,urban,3,5,industrial
RD12347,residential,3,12,commercial
RD06769,residential,3,7,residential
RD21289,urban,4,11,industrial
RD17390,highway,3,2,residential
RD16320,highway,6,0,industrial
RD08687,highway,,0,residential
RD20552,residential,3,15,residential
RD08789,highway,6,3,commercial
RD16705,highway,6,0,industrial
RD17483,highway,3,0,industrial
RD00470,urban,4,5,industrial
RD15692,highway,,1,industrial
RD15017,highway,6,0,residential
RD09470,highway,6,0,industrial
RD04610,urban,3,5,commercial
RD11938,highway,3,0,residential
RD19741,urban,4,4,commercial
RD16891,urban,3,,commercial
RD03646,residential,2,5,residential
RD06468,residential,1,9,
RD10928,highway,3,0,industrial
RD04785,residential,1,6,commercial
RD14791,highway,3,2,
RD00765,residential,3,11,commercial
RD15714,residential,3,9,commercial
RD07859,urban,3,11,residential
RD06064,residential,1,9,commercial
RD08922,residential,1,13,residential
RD16946,highway,3,1,commercial
RD21960,urban,4,7,industrial
RD12236,urban,4,8,
RD04651,residential,3,11,commercial
RD05959,highway,6,0,commercial
RD07895,residential,2,6,residential
RD04391,highway,4,2,commercial
RD01717,highway,6,0,residential
RD12947,urban,2,8,commercial
RD13611,residential,3,10,commercial
RD03905,highway,6,3,residential
RD00946,highway,3,0,residential
RD05041,urban,3,3,commercial
RD15329,residential,3,10,residential
RD16390,residential,1,12,residential
RD01277,urban,3,9,commercial
RD07662,residential,1,9,residential
RD03159,urban,4,11,commercial
RD04304,residential,1,8,residential
RD09012,highway,5,2,commercial
