weather_id,weather_type,temperature_c,visibility_km,timestamp
11535,clear,13.7,8.9,2023-01-15 00:00:00
11536,clear,17.825000000000003,7.4,2023-04-23 01:32:00
11537,clear,35.2,6.2,2023-07-22 03:21:00
11542,clear,25.6,6.1,2023-04-30 00:00:00
11544,fog,16.6,1.7,2023-10-07 00:00:00
11545,clear,11.2,8.0,2023-01-08 08:31:00
11548,rain,17.6,4.2,2023-10-04 00:00:00
11549,clear,11.1,5.4,2023-01-26 00:00:00
11550,rain,20.65,6.166666666666667,2023-01-12 16:48:40
11551,clear,12.75,7.15,2023-01-10 13:08:54
11552,clear,11.25,4.4350000000000005,2023-02-19 00:00:00
11553,rain,18.2,4.1,2023-09-30 00:00:00
11554,clear,34.0,6.15,2023-04-02 06:18:00
11556,clear,24.25,7.45,2023-03-26 14:32:00
11557,clear,1.3,8.9,2023-11-20 15:59:00
11558,rain,16.5,6.45,2023-05-20 13:10:00
11559,fog,40.0,1.9,2023-06-07 03:23:00
11563,clear,31.7,7.9,2023-07-06 23:06:45
11565,clear,17.883333333333333,4.220000000000001,2023-01-17 00:00:00
11567,rain,37.3,3.0,2023-05-23 00:00:00
11568,clear,28.7,4.1,2023-04-15 00:00:00
11569,clear,26.549999999999997,4.8999999999999995,2023-04-13 00:00:00
11572,clear,13.350000000000001,7.7,2023-03-24 21:11:41
11573,rain,13.5,2.7,2023-10-12 00:00:00
11574,clear,19.3,4.8,2023-03-30 00:00:00
11575,clear,30.0,5.5,2023-07-30 00:00:00
11576,rain,22.5,3.65,2023-02-01 00:25:39
11577,rain,25.4,3.3,2023-09-06 00:00:00
11580,clear,-0.6,6.3,2023-11-10 00:00:00
11581,rain,4.4,1.7,2023-01-31 00:00:00
11582,clear,20.2,5.666666666666667,2023-05-10 00:00:00
11584,clear,17.2,6.4,2023-03-24 10:40:38
11586,clear,17.94,4.5,2023-01-27 07:09:00
11588,clear,9.2,7.0,2023-01-28 00:00:00
11589,clear,9.4,7.9,2023-11-03 00:00:00
11590,clear,20.2,8.45,2023-08-05 00:00:00
11592,clear,13.6,5.0,2023-03-15 13:02:00
11593,clear,19.5,8.75,2023-03-14 00:00:00
11594,clear,22.7,7.8,2023-01-14 21:35:52
11595,rain,14.45,4.7,2023-09-07 07:53:00
11596,clear,14.233333333333334,6.366666666666667,2023-03-16 00:25:39
11597,clear,-2.0,5.1,2023-01-04 18:57:00
11598,rain,9.0,5.933333333333334,2023-10-22 20:12:00
11600,clear,17.0,,2023-03-25 06:17:00
11601,clear,14.65,7.800000000000001,2023-02-13 11:48:00
11602,clear,11.36,5.14,2023-01-01 18:59:00
11603,clear,18.1,7.8,2023-09-09 07:59:53
11604,clear,16.9,6.8,2023-09-14 00:00:00
11605,rain,33.3,5.9,2023-06-14 00:00:00
11606,clear,36.9,6.4,2023-07-06 16:22:00
11607,clear,32.4,6.9,2023-05-04 12:57:00
11608,rain,15.933333333333332,5.6000000000000005,2023-09-06 00:00:00
11610,clear,38.0,9.1,2023-06-23 00:00:00
11614,clear,16.4,6.4,2023-01-09 00:00:00
11615,fog,2.5,2.4,2023-01-25 17:50:00
11618,clear,1.4,8.4,2023-11-08 00:00:00
11620,clear,17.3,5.7,2023-01-30 10:43:00
11621,clear,24.6,7.35,2023-05-26 00:00:00
11622,clear,27.3,,2023-08-29 22:35:00
11624,clear,29.1,6.7,2023-05-19 00:00:00
11627,clear,4.9,9.9,2023-01-24 10:26:00
11628,clear,30.0,4.3999999999999995,2023-02-22 20:21:00
11629,clear,21.5,6.05,2023-04-16 10:49:00
11631,clear,20.0,5.733333333333333,2023-01-04 22:32:00
11632,fog,28.9,3.1,2023-08-21 02:04:16
11633,fog,38.7,3.4,2023-05-19 00:00:00
11635,clear,20.15,6.8,2023-04-02 00:00:00
11636,clear,34.3,8.9,2023-07-04 00:00:00
11637,clear,18.9,8.9,2023-03-11 00:00:00
11638,clear,8.0,5.7,2023-01-25 00:00:00
11639,clear,11.200000000000001,7.699999999999999,2023-02-12 09:48:00
11641,clear,29.3,6.4,2023-04-08 07:34:00
11642,clear,27.15,6.8,2023-07-02 08:50:00
11644,clear,39.5,7.2,2023-08-07 15:38:00
11645,clear,17.7,6.1,2023-09-12 12:55:00
11646,clear,25.34,5.566666666666666,2023-01-26 16:35:00
11649,rain,11.9,3.7,2023-10-11 11:35:00
11651,rain,33.2,5.1,2023-05-21 00:00:00
11653,clear,18.166666666666668,6.633333333333333,2023-02-03 01:53:00
11654,clear,31.15,8.85,2023-08-09 17:10:00
11655,rain,5.4,1.7,2023-10-24 02:29:00
11656,clear,13.5,5.8,2023-10-21 00:00:00
11658,clear,26.2,5.566666666666667,2023-04-04 09:38:00
11660,fog,8.7,1.0,2023-02-18 00:00:00
11662,clear,18.55,7.366666666666667,2023-02-15 08:10:00
11664,clear,21.05,6.95,2023-03-31 00:00:00
11666,clear,22.65,5.7,2023-05-01 00:00:00
11668,clear,14.233333333333334,4.783333333333333,2023-01-09 00:00:00
11669,clear,10.6,5.1,2023-10-20 09:59:36
11672,clear,12.7,,2023-11-30 11:58:00
11673,rain,34.2,3.5,2023-06-26 22:07:00
11674,clear,24.8,5.4,2023-02-15 15:39:00
11677,clear,18.2,8.8,2023-02-06 08:23:18
11679,clear,32.400000000000006,5.0,2023-03-24 07:46:00
11683,clear,13.85,4.2,2023-04-13 04:34:00
11684,fog,32.4,0.8,2023-06-12 00:00:00
11685,clear,,,2023-11-02 19:08:55
11687,rain,16.1,1.9,2023-02-03 00:00:00
11688,fog,23.7,0.3,2023-03-05 03:27:00
11689,rain,7.3,2.3,2023-10-04 00:00:00
11691,clear,4.6,8.0,2023-11-03 00:00:00
11693,fog,21.0,1.4,2023-09-18 00:00:00
11694,clear,21.9,8.3,2023-10-22 19:14:19
11695,fog,10.7,0.4,2023-01-10 00:00:00
11696,rain,15.7,4.5,2023-02-04 18:17:00
11697,clear,12.2,7.8,2023-01-03 00:00:00
11699,clear,-0.7,7.1,2023-01-10 00:00:00
11700,clear,17.23333333333333,6.2,2023-05-01 22:36:00
11704,clear,0.6,5.6,2023-12-08 23:26:41
11705,clear,10.5,5.7,2023-03-09 23:51:00
11707,clear,23.95,4.45,2023-04-08 01:46:16
11708,clear,,8.5,2023-02-18 03:36:00
11711,clear,26.099999999999998,6.366666666666667,2023-01-09 11:44:00
11713,clear,12.3,6.8,2023-08-18 15:23:00
11714,clear,33.900000000000006,9.7,2023-05-04 12:16:00
11716,clear,13.75,5.050000000000001,2023-08-27 00:34:00
11717,clear,22.25,8.2,2023-05-18 21:37:42
11719,rain,6.1,4.8,2023-01-20 21:36:56
11720,rain,9.5,2.9,2023-01-12 00:00:00
11722,clear,20.5,7.033333333333334,2023-01-12 00:00:00
11723,clear,30.7,5.45,2023-03-04 00:27:00
11724,clear,2.8,5.7,2023-01-24 00:00:00
11725,clear,18.333333333333332,9.033333333333333,2023-09-15 00:00:00
11726,clear,18.9,6.2,2023-09-07 00:00:00
11731,clear,4.2,6.4,2023-10-17 21:46:50
11732,clear,29.5,4.75,2023-04-08 00:00:00
11734,clear,25.35,8.600000000000001,2023-02-21 14:30:00
11741,clear,17.433333333333334,6.2,2023-03-26 17:17:05
11743,clear,24.475,6.699999999999999,2023-01-13 10:54:00
11744,clear,16.6,5.65,2023-01-07 21:21:25
11745,fog,22.450000000000003,2.0,2023-05-19 00:00:00
11746,clear,8.25,7.5,2023-03-17 16:33:00
11747,fog,18.675,2.9233333333333333,2023-02-15 18:25:00
11749,clear,26.78333333333333,6.176666666666667,2023-01-24 01:34:00
11750,clear,2.35,3.8,2023-01-06 13:42:00
11751,fog,12.9,2.1,2023-03-25 04:13:00
11754,clear,26.299999999999997,5.533333333333334,2023-04-29 20:41:00
11755,clear,23.3,6.416666666666667,2023-01-14 00:00:00
11756,fog,26.0,2.2,2023-04-03 04:40:00
11760,rain,39.8,,2023-06-28 14:55:00
11762,rain,13.566666666666668,5.0,2023-01-19 22:24:00
11763,fog,13.9,1.0,2023-11-28 04:46:00
11764,fog,28.599999999999998,2.6,2023-03-06 00:00:00
11767,clear,31.9,8.3,2023-08-28 00:00:00
11769,clear,25.066666666666666,8.733333333333334,2023-01-22 00:00:00
11771,clear,22.433333333333334,6.8999999999999995,2023-01-10 00:00:00
11772,clear,14.433333333333332,2.9,2023-01-11 04:44:00
11773,clear,29.65,5.25,2023-07-12 18:39:00
11774,fog,11.4,3.95,2023-03-21 01:54:00
11775,fog,16.1,2.6,2023-03-30 00:00:00
11776,rain,38.2,6.2,2023-08-24 00:00:00
11777,clear,10.0,8.4,2023-01-31 00:00:00
11779,clear,1.0,5.2,2023-12-08 00:00:00
11782,clear,18.7,8.2,2023-03-13 00:00:00
11784,rain,32.7,4.1,2023-07-17 00:00:00
11786,clear,21.8,6.6,2023-09-28 15:36:33
11789,clear,8.049999999999999,6.199999999999999,2023-09-14 00:00:00
11790,rain,42.7,7.0,2023-06-14 04:30:21
11792,clear,35.7,6.7,2023-07-04 13:55:00
11795,clear,21.900000000000002,5.733333333333333,2023-06-22 05:36:00
11798,clear,18.3,5.6,2023-10-08 12:20:00
11799,clear,11.9,7.266666666666667,2023-02-23 10:58:00
11801,clear,25.291666666666668,4.976923076923077,2023-01-13 09:02:00
11803,clear,30.400000000000002,6.85,2023-04-14 09:21:00
11804,clear,27.1,6.4,2023-03-12 00:00:00
11807,clear,17.0,8.3,2023-02-19 05:57:00
11808,clear,20.4,6.25,2023-01-20 00:00:00
11811,clear,32.75,6.35,2023-06-18 00:00:00
11812,clear,5.9,5.6,2023-12-07 00:00:00
11814,clear,19.05,7.575,2023-03-30 20:19:00
11816,clear,33.93333333333333,5.066666666666666,2023-05-25 04:09:55
11817,clear,7.5,6.65,2023-01-15 00:00:00
11819,clear,27.8,7.6,2023-06-19 09:38:00
11820,clear,18.4,5.966666666666666,2023-02-02 16:05:37
11822,clear,24.65,8.4,2023-05-31 02:33:00
11824,clear,31.9,6.6,2023-04-23 00:00:00
11825,clear,22.45,3.5,2023-07-24 00:00:00
11827,clear,26.599999999999998,6.95,2023-04-01 00:00:00
11829,rain,32.8,,2023-07-19 00:00:00
11830,clear,12.4,5.45,2023-08-15 00:00:00
11832,clear,20.4,8.1,2023-08-09 00:00:00
11833,clear,17.18,5.32,2023-01-15 00:00:00
11834,clear,11.7,6.7,2023-10-26 00:00:00
11835,clear,12.2,7.6,2023-10-05 06:12:00
11836,clear,6.5,9.4,2023-11-18 00:00:00
11837,clear,-0.9,7.9,2023-11-21 17:39:00
11838,clear,5.85,4.1,2023-10-21 21:07:00
11839,fog,19.8,2.7,2023-03-06 00:00:00
11840,clear,34.1,8.9,2023-07-09 14:49:39
11841,fog,19.4,0.4,2023-09-19 02:38:00
11843,clear,28.6,7.050000000000001,2023-06-24 12:14:00
11845,fog,13.75,1.7999999999999998,2023-02-27 03:09:00
11847,clear,21.3,8.0,2023-07-13 00:00:00
11849,clear,7.3,8.4,2023-11-08 00:00:00
11851,rain,31.3,1.7,2023-07-16 06:46:19
11852,clear,,9.7,2023-04-24 00:00:00
11853,clear,20.4,,2023-10-17 00:00:00
11854,clear,31.5,6.2,2023-04-06 00:00:00
11855,clear,17.55,7.6499999999999995,2023-01-21 10:26:00
11856,clear,26.7,9.8,2023-07-15 09:14:00
11857,clear,14.2,5.35,2023-10-12 02:21:00
11858,rain,15.2,3.0,2023-02-09 00:00:00
11859,rain,22.1,5.125,2023-02-02 00:00:00
11860,clear,12.6,6.9,2023-10-02 00:00:00
11861,clear,27.900000000000002,4.300000000000001,2023-07-25 18:27:18
11862,clear,7.8999999999999995,4.75,2023-11-06 09:39:58
11866,clear,25.8,6.25,2023-02-07 00:00:00
11867,clear,23.4,8.4,2023-04-17 00:00:00
11870,rain,9.1,1.8,2023-11-11 04:56:29
11871,clear,27.866666666666664,8.25,2023-04-22 00:00:00
11872,clear,12.9,7.75,2023-10-05 18:08:00
11876,rain,2.1,4.8,2023-02-07 07:40:00
11878,fog,28.2,0.05,2023-03-28 03:45:00
11879,clear,-1.9,7.3,2023-12-09 17:15:00
11880,clear,23.9,7.0,2023-09-19 08:53:39
11882,clear,29.85,6.1000000000000005,2023-03-31 00:08:23
11883,clear,23.7,4.328571428571428,2023-01-26 18:07:00
11884,clear,12.55,4.9,2023-09-14 00:00:00
11885,clear,15.8,8.0,2023-02-23 21:18:30
11886,rain,17.1,5.7,2023-02-09 18:48:00
11887,rain,21.8,2.3333333333333335,2023-02-04 22:21:24
11892,clear,25.55,7.800000000000001,2023-05-27 00:00:00
11893,clear,38.6,5.9,2023-06-17 00:16:00
11896,clear,19.433333333333334,5.6499999999999995,2023-03-06 09:59:00
11899,clear,14.7,8.1,2023-01-22 11:14:10
11900,fog,11.1,3.033333333333333,2023-01-28 01:31:42
11901,clear,19.2,6.7,2023-09-27 14:29:00
11902,clear,16.6,5.4,2023-10-08 00:00:00
11904,clear,30.675,5.2,2023-02-27 00:00:00
11906,rain,8.45,3.4499999999999997,2023-01-11 00:00:00
11907,clear,4.8,6.9,2023-01-21 22:55:32
11911,fog,12.5,1.6,2023-09-08 00:00:00
11913,fog,6.3,2.3,2023-01-25 06:32:08
11915,clear,10.2,8.7,2023-10-10 10:32:00
11917,clear,23.46,4.92,2023-01-05 17:16:00
11918,clear,21.95,4.45,2023-01-10 22:44:05
11920,clear,15.15,3.8000000000000003,2023-04-03 05:36:00
11922,clear,13.475,6.633333333333333,2023-09-06 00:00:00
11925,clear,18.833333333333332,4.75,2023-06-12 22:27:00
11926,clear,26.2,8.55,2023-07-01 04:25:00
11927,clear,21.6,7.5,2023-03-18 09:41:00
11928,clear,28.15,5.25,2023-06-07 00:00:00
11930,clear,1.5,8.4,2023-01-09 00:00:00
11931,clear,17.2,7.1,2023-02-12 12:00:00
11932,clear,15.100000000000001,8.333333333333334,2023-01-22 18:30:00
11936,fog,26.9,3.0,2023-04-03 00:00:00
11937,clear,26.4,5.1,2023-04-12 16:00:52
11938,clear,26.2,,2023-04-27 23:46:00
11940,rain,9.5,6.4,2023-01-13 07:04:00
11941,clear,16.3,5.15,2023-05-28 06:00:00
11942,clear,12.45,7.05,2023-09-29 03:31:00
11944,clear,22.0,9.25,2023-05-18 00:00:00
11945,clear,29.5,6.0,2023-04-28 15:53:00
11946,rain,14.266666666666666,5.1000000000000005,2023-09-27 06:50:00
11947,fog,11.0,2.7,2023-02-27 00:00:00
11948,fog,24.475,4.075,2023-04-10 14:14:21
11950,clear,16.9,7.5,2023-07-19 07:47:25
11952,fog,23.85,2.8,2023-04-08 23:51:00
11953,clear,18.35,7.35,2023-04-07 00:00:00
11954,clear,24.55,3.1,2023-04-08 21:19:00
11955,clear,14.6,8.7,2023-02-08 13:56:00
11957,clear,29.3,7.9,2023-04-03 04:19:00
11958,clear,12.4,9.5,2023-02-11 23:44:00
11960,rain,10.9,5.4,2023-02-02 15:42:00
11962,rain,8.4,4.6,2023-02-06 00:04:01
11963,clear,25.950000000000003,7.0,2023-03-09 06:47:43
11965,clear,29.4,6.4,2023-08-20 00:00:00
11966,clear,26.2,8.5,2023-08-10 13:28:00
11971,clear,23.0,5.35,2023-01-14 00:00:00
11972,clear,23.3,3.6500000000000004,2023-06-01 10:33:07
11973,clear,6.4,8.6,2023-01-08 19:30:00
11974,fog,3.9,0.2,2023-11-20 06:27:08
11978,clear,26.025,6.375,2023-01-23 04:29:00
11979,clear,7.1,7.699999999999999,2023-11-01 04:37:00
11980,clear,19.1,8.6,2023-09-22 10:21:00
11981,fog,28.0,2.4,2023-08-04 00:00:00
11984,clear,20.4,6.8999999999999995,2023-04-11 16:59:00
11985,clear,20.86666666666667,6.3,2023-02-04 19:05:00
11986,clear,13.0,5.3,2023-02-16 12:22:00
11989,rain,13.1,3.6,2023-10-13 09:35:00
11990,clear,17.150000000000002,8.5,2023-05-27 18:23:00
11992,clear,31.4,8.0,2023-06-03 00:00:00
11996,clear,9.05,5.675,2023-01-25 00:00:00
11997,clear,21.2,3.266666666666667,2023-02-15 02:33:00
11999,clear,26.75,5.050000000000001,2023-05-09 00:00:00
12000,clear,20.45,3.65,2023-03-24 00:00:00
12001,clear,15.45,9.45,2023-09-20 02:05:00
12003,clear,10.0,6.3,2023-01-18 00:00:00
12004,clear,21.5,4.45,2023-02-13 01:30:00
12005,clear,17.64,6.02,2023-03-09 07:49:50
12007,rain,13.25,4.44,2023-01-03 04:03:00
12008,clear,9.25,5.75,2023-01-10 00:00:00
12011,clear,3.2,7.4,2023-11-17 00:00:00
12012,rain,18.5,5.5,2023-03-19 00:00:00
12015,clear,26.8,5.483333333333333,2023-04-17 00:00:00
12017,clear,23.0,7.8,2023-08-20 21:48:00
12018,clear,18.233333333333334,6.233333333333333,2023-02-04 23:53:00
12019,clear,37.9,9.5,2023-08-07 22:10:00
12020,clear,19.166666666666668,6.466666666666666,2023-02-05 00:00:00
12021,clear,25.85,8.1,2023-07-28 00:00:00
12022,clear,24.3,9.0,2023-01-29 00:00:00
12024,clear,35.4,7.5,2023-07-14 19:03:00
12025,rain,35.9,4.4,2023-06-29 00:00:00
12026,clear,11.4,8.6,2023-02-17 00:00:00
12028,rain,18.1,3.3,2023-03-20 15:22:00
12029,clear,30.4,6.2,2023-04-07 22:48:00
12030,rain,14.7,6.9,2023-10-25 18:06:23
12031,rain,15.7,2.6,2023-02-24 12:59:00
12033,clear,33.2,6.1,2023-06-19 15:34:00
12034,clear,15.933333333333332,7.800000000000001,2023-02-19 00:00:00
12035,clear,20.28,6.44,2023-04-14 17:32:59
12038,clear,26.200000000000003,6.4,2023-08-30 00:00:00
12039,clear,1.6,8.9,2023-11-07 00:00:00
12042,clear,20.349999999999998,8.225,2023-01-10 08:44:36
12043,clear,30.950000000000003,7.2,2023-05-05 09:51:55
12044,fog,27.7,1.8,2023-04-30 00:00:00
12046,clear,5.4,8.0,2023-01-01 13:52:00
12048,clear,13.5,7.5,2023-02-17 00:00:00
12049,clear,27.4,5.0,2023-04-06 00:00:00
12050,fog,11.7,3.5,2023-10-11 00:00:00
12051,clear,14.883333333333335,6.066666666666666,2023-01-14 19:38:00
12052,clear,31.05,5.5,2023-07-10 04:21:41
12053,clear,21.75,4.775,2023-03-16 06:45:59
12056,clear,18.6,5.2,2023-10-16 13:46:34
12057,clear,10.5,6.1,2023-01-24 09:14:00
12060,clear,3.4,5.4,2023-11-07 22:27:00
12062,clear,30.9,,2023-05-16 00:00:00
12063,clear,28.4,9.0,2023-07-12 19:43:00
12064,clear,27.1,6.4,2023-06-01 08:25:21
12065,rain,23.3,2.1,2023-09-24 20:29:00
12066,fog,11.0,3.3000000000000003,2023-01-01 07:20:00
12067,clear,4.7,,2023-12-29 22:05:00
12075,clear,25.3,8.25,2023-06-03 00:35:00
12078,clear,22.4,7.25,2023-05-25 20:42:10
12079,clear,19.52,6.4799999999999995,2023-01-21 23:19:00
12081,clear,22.65,6.300000000000001,2023-08-14 00:00:00
12082,clear,10.5,9.9,2023-09-11 21:49:00
12083,fog,28.3,0.5,2023-03-05 00:00:00
12087,clear,12.0,7.5,2023-11-26 21:15:00
12091,rain,9.7,5.6,2023-10-22 16:38:34
12092,clear,19.8,8.15,2023-03-16 09:41:00
12096,rain,21.25,,2023-05-28 13:17:00
12098,rain,23.6,6.8,2023-09-21 10:13:19
12100,clear,26.5,7.8,2023-08-05 00:00:00
12102,clear,26.1,4.55,2023-02-05 13:55:00
12103,clear,22.099999999999998,5.866666666666666,2023-01-16 00:00:00
12106,clear,11.6,4.65,2023-03-18 11:00:00
12107,clear,22.5,6.0,2023-03-01 10:29:30
12109,clear,14.0,5.066666666666667,2023-02-10 00:00:00
12110,clear,12.2,5.34,2023-03-23 00:00:00
12112,clear,16.5,8.7,2023-03-08 17:06:51
12114,clear,26.0,4.7,2023-04-07 00:00:00
12117,clear,11.7,9.3,2023-02-14 00:00:00
12118,clear,22.15,3.13,2023-03-11 20:42:57
12121,fog,30.9,1.5,2023-08-19 00:00:00
12122,rain,36.5,3.2,2023-06-29 00:32:00
12123,clear,25.2,9.0,2023-09-16 00:00:00
12124,clear,36.4,6.0,2023-06-22 08:51:00
12126,clear,29.6,4.35,2023-08-14 00:00:00
12129,clear,32.0,7.8,2023-05-03 00:00:00
12130,fog,10.4,1.9,2023-01-27 05:34:00
12132,clear,11.26,5.92,2023-01-10 00:00:00
12133,fog,15.699999999999998,2.1,2023-01-18 00:00:00
12134,clear,30.6,9.3,2023-06-06 14:01:00
12138,clear,14.4,6.975,2023-01-31 00:00:00
12139,clear,28.2,6.199999999999999,2023-05-29 00:00:00
12141,clear,6.8,6.9,2023-12-23 00:00:00
12142,clear,37.1,5.7,2023-06-16 00:00:00
12149,clear,18.566666666666666,2.45,2023-03-28 00:00:00
12150,clear,21.55,6.12,2023-01-29 00:00:00
12151,clear,30.7,7.3,2023-08-21 23:01:51
12152,rain,14.7,6.5,2023-10-23 17:23:00
12153,clear,6.4,9.7,2023-10-09 00:00:00
12154,clear,20.25,9.5,2023-07-12 15:55:59
12155,rain,38.4,6.2,2023-06-30 00:00:00
12158,clear,8.1,6.4,2023-11-19 00:00:00
12160,clear,7.8,5.8,2023-01-28 00:00:00
12162,fog,20.15,2.75,2023-03-15 01:46:46
12163,clear,16.8,4.95,2023-04-07 00:00:00
12166,fog,10.4,1.1,2023-02-10 00:40:00
12169,clear,23.4,6.8,2023-04-01 23:15:15
12170,fog,26.849999999999998,3.06,2023-01-08 00:04:00
12172,clear,32.8,6.9,2023-07-12 00:00:00
12173,clear,22.2,7.425000000000001,2023-03-13 01:25:08
12174,clear,6.4,5.8,2023-12-01 16:42:00
12175,clear,15.266666666666666,5.266666666666667,2023-05-21 19:45:00
12177,clear,13.166666666666666,5.6000000000000005,2023-02-17 00:00:00
12178,clear,11.875,5.9,2023-02-21 11:02:00
12179,clear,8.8,5.0,2023-10-14 00:00:00
12182,clear,39.9,8.1,2023-06-03 09:43:00
12184,clear,10.433333333333334,5.333333333333333,2023-01-13 00:00:00
12185,clear,34.55,6.6,2023-04-01 13:45:00
12186,clear,22.8,5.7,2023-04-16 00:00:00
12187,clear,21.45,7.0,2023-05-08 17:52:00
12189,fog,19.049999999999997,1.75,2023-03-14 04:20:22
12192,clear,13.1,6.6000000000000005,2023-08-24 01:47:00
12193,clear,35.1,7.9,2023-07-01 16:31:00
12194,clear,23.125,2.8000000000000003,2023-04-12 00:00:00
12195,clear,16.5,8.7,2023-06-26 04:25:48
12197,clear,16.2,,2023-09-26 00:00:00
12200,clear,21.3,6.55,2023-05-26 08:40:00
12201,clear,28.6,8.6,2023-05-12 23:55:01
12202,clear,16.1,5.15,2023-03-18 19:28:00
12203,fog,8.1,3.0,2023-12-03 00:00:00
12204,fog,27.8,1.6,2023-04-17 01:28:13
12205,clear,,6.7,2023-09-04 13:28:00
12207,clear,30.600000000000005,3.1999999999999997,2023-02-08 08:15:54
12209,clear,14.25,4.05,2023-04-12 00:00:00
12211,clear,38.3,5.6,2023-07-06 00:00:00
12212,clear,20.7,9.8,2023-10-13 00:32:00
12213,clear,17.466666666666665,5.533333333333332,2023-07-10 14:18:00
12215,clear,30.6,3.8000000000000003,2023-07-30 18:17:00
12216,clear,20.0,5.8,2023-01-17 17:16:00
12218,rain,30.7,4.0,2023-08-24 00:00:00
12220,clear,36.8,5.35,2023-04-07 08:02:00
12221,clear,19.4,9.35,2023-01-07 13:59:00
12222,clear,29.5,6.95,2023-04-20 00:00:00
12223,clear,3.4,6.15,2023-02-21 00:00:00
12225,clear,6.7,9.2,2023-02-16 00:00:00
12226,clear,30.049999999999997,9.05,2023-08-08 00:00:00
12227,rain,20.099999999999998,5.1,2023-02-03 00:28:00
12228,clear,18.700000000000003,7.45,2023-05-17 10:54:00
12229,clear,18.75,4.916666666666667,2023-01-18 00:00:00
12233,clear,25.3,7.4,2023-04-21 18:55:00
12234,clear,33.3,5.5,2023-07-23 10:20:13
12235,clear,25.325,8.0,2023-06-18 00:00:00
12238,clear,33.1,,2023-07-30 07:15:35
12240,rain,24.2,6.1,2023-08-31 23:17:30
12241,clear,28.3,8.8,2023-04-05 19:50:00
12242,clear,,5.8,2023-09-16 16:38:00
12243,clear,21.7,8.5,2023-09-23 00:00:00
12244,rain,14.9,6.3,2023-02-02 19:10:00
12245,clear,5.6000000000000005,5.633333333333334,2023-10-19 00:00:00
12246,clear,27.4,5.6,2023-06-17 16:14:00
12247,fog,15.05,1.7,2023-02-14 00:00:00
12249,clear,18.3,8.3,2023-08-05 00:00:00
12250,clear,15.9,8.15,2023-09-10 00:00:00
12252,clear,25.349999999999998,6.3,2023-02-22 00:00:00
12253,clear,16.4,6.6,2023-02-28 15:11:14
12254,fog,30.6,2.0,2023-07-08 07:57:00
12262,rain,9.466666666666667,4.266666666666667,2023-01-31 00:00:00
12263,clear,16.6,6.6,2023-04-24 00:00:00
12267,clear,2.2,8.6,2023-11-04 04:13:06
12269,clear,14.775,7.35,2023-03-13 00:00:00
12270,clear,22.9,7.6,2023-09-10 00:00:00
12271,rain,13.6,3.2,2023-02-02 23:26:00
12272,clear,20.325,7.533333333333332,2023-05-29 07:48:00
12275,rain,21.35,5.05,2023-02-10 00:00:00
12276,clear,22.333333333333332,7.025,2023-02-06 06:17:00
12280,clear,0.9,6.8,2023-11-22 04:59:00
12282,clear,13.2,5.9,2023-02-23 00:00:00
12283,clear,4.0,7.2,2023-11-22 00:00:00
12288,clear,20.7,6.050000000000001,2023-08-15 00:00:00
12289,clear,22.46666666666667,5.933333333333334,2023-01-17 00:00:00
12291,clear,36.45,6.05,2023-06-07 18:26:00
12292,clear,0.6,,2023-12-18 21:34:00
12293,fog,22.6,2.8000000000000003,2023-03-27 05:45:00
12294,clear,18.8,8.125,2023-01-21 08:14:27
12296,clear,35.400000000000006,7.55,2023-05-06 01:10:51
12298,rain,14.9,3.5,2023-10-26 23:36:00
12299,clear,27.066666666666666,7.033333333333332,2023-06-25 00:00:00
12300,fog,9.9,2.1,2023-01-27 00:00:00
12301,clear,13.02,5.075,2023-01-23 20:51:00
12303,rain,25.7,5.1,2023-03-22 02:49:00
12304,clear,22.0,9.8,2023-09-11 23:16:00
12305,clear,17.2,6.8,2023-09-08 00:00:00
12307,fog,,3.3,2023-05-25 06:03:00
12309,clear,30.0,8.2,2023-07-01 00:00:00
12310,clear,18.86,5.220000000000001,2023-01-06 00:00:00
12311,clear,31.05,4.449999999999999,2023-03-26 00:00:00
12313,clear,9.7,6.8,2023-01-26 00:00:00
12315,clear,23.2,6.6,2023-07-04 00:00:00
12316,clear,8.066666666666666,6.933333333333334,2023-01-07 08:03:00
12317,clear,28.099999999999998,5.699999999999999,2023-05-11 00:00:00
12318,clear,11.8,9.1,2023-02-12 00:00:00
12320,clear,11.6,5.6,2023-02-08 00:00:00
12321,clear,20.8,5.08,2023-02-20 14:15:00
12324,clear,11.85,5.1,2023-03-14 16:16:23
12326,clear,28.03333333333333,5.833333333333333,2023-04-03 02:21:00
12327,clear,31.1,7.4,2023-07-30 00:00:00
12328,clear,26.799999999999997,3.1,2023-06-06 00:00:00
12329,rain,17.5,1.7,2023-09-07 00:29:00
12330,clear,16.5,3.3,2023-03-11 23:09:00
12331,clear,33.6,7.5,2023-06-18 20:28:36
12332,clear,15.833333333333334,7.266666666666667,2023-07-01 00:00:00
12333,clear,21.1,7.5,2023-04-10 00:00:00
12334,clear,26.9,6.6,2023-08-01 00:00:00
12335,clear,10.0,3.75,2023-02-23 00:00:00
12336,rain,13.699999999999998,4.766666666666667,2023-02-06 20:06:00
12337,rain,16.6,3.1,2023-03-04 00:00:00
12339,clear,21.375,5.1499999999999995,2023-04-04 16:31:00
12340,clear,30.5,4.95,2023-05-06 11:18:49
12341,fog,8.25,3.03,2023-10-04 00:10:00
12343,rain,16.2,5.8,2023-09-07 00:00:00
